"npdes_id","facility_id","application_id","applicant","applicant_id","permit_type","status","date_received","upa_class","seqr_class","seqr_determination","lead_agency","coastal_zone_status","final_disposition","permit_effective_date","permit_expration_date","dec_contact","shpa_status","enivronmental_justice"
"NY0235881",1390,"6-3016-00086/00003","ONEIDA-HERKIMER SOLID WASTE AUTHORITY",1165,"Industrial SPDES - Surface Discharge","Issued",2021-12-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-10-01 04:00:00,2027-09-30 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0235890",1279,"6-2224-00015/00001","VILLAGE OF ANTWERP",1072,"Municipal SPDES - Surface Discharge","Written Comments Deadline",2025-01-17,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"MICHAEL R SCHAEFER",NA,NA
"NY0235954",1261,"6-2332-00003/00003","OREN F COOK",1056,"P/C/I SPDES - Surface Discharge","Issued",2022-03-23,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-04-05 04:00:00,2028-03-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0236101",1284,"6-2320-00018/00001","BEAVER FALLS, LLC",1077,"Industrial SPDES - Surface Discharge","Modify Permit",2022-01-03,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Modify Permit",2022-06-01 04:00:00,2027-05-31 04:00:00,"TERRY R TYOE",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0236179",1383,"6-4012-00053/00004","AG-ENERGY LP",1158,"Industrial SPDES - Surface Discharge","Issued",2021-08-31,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-04-04 04:00:00,2028-03-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0236195",1406,"6-4082-00017/00003","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION",79,"P/C/I SPDES - Surface Discharge","Issued",2022-02-10,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-07-01 04:00:00,2027-06-30 04:00:00,"MOLLY L FARRELL",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0236217",1418,"6-2228-00164/00001","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION",79,"P/C/I SPDES - Surface Discharge","Issued",2021-05-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-12-01 05:00:00,2026-11-30 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0236241",1333,"6-4060-00064/00002","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION",79,"P/C/I SPDES - Surface Discharge","Issued",2021-08-31,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-04-01 04:00:00,2027-03-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0236250",1364,"6-2244-00106/00001","JAMES E SHEEHAN",1142,"P/C/I SPDES - Surface Discharge","Issued",2023-11-06,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-09-01 04:00:00,2029-08-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0236306",1432,"6-2260-00040/00001","TOWN OF WILNA",1195,"Municipal SPDES - Surface Discharge","Written Comments Deadline",2025-01-15,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"KATHERINE M MURRAY",NA,NA
"NY0236446",1188,"6-2222-00130/00002","THOUSAND ISLANDS BRIDGE AUTHORITY",1000,"P/C/I SPDES - Surface Discharge","Issued",2023-02-28,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-01-01 05:00:00,2028-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0236586",398,"6-4022-00006/00003","VILLAGE OF CANTON",334,"Municipal SPDES - Surface Discharge","Issued",2024-07-08,"MAJOR","Unlisted Action","Negative Declaration","DEC","This project is not located in a Coastal Management area.","Issued",2025-01-01 05:00:00,2026-06-30 04:00:00,"MIRANDA M GILGORE",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0236608",1462,"6-2342-00005/00003","MONTAGUE INN LLC",1220,"P/C/I SPDES - Surface Discharge","Expired",2021-12-29,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-01-04 05:00:00,2023-01-31 05:00:00,"DONNA L ILOFF",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0236616",348,"6-2230-00012/00011","HEIDELBERG MATERIALS NORTHEAST-NY LLC",279,"Industrial SPDES - Surface Discharge","Issued",2024-04-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-10-01 04:00:00,2029-09-30 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0236756",1468,"6-3038-00042/00001","TOWN OF FORESTPORT",1227,"Municipal SPDES - Surface Discharge","Issued",2024-05-21,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-11-01 04:00:00,2029-10-31 04:00:00,"KATHERINE M MURRAY",NA,NA
"NY0236772",1437,"6-3048-00040/00002","THE FOUNTAINHEAD GROUP, INC",1198,"Industrial SPDES - Surface Discharge","Issued",2022-06-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-04-01 04:00:00,2028-03-31 04:00:00,"THOMAS A RASCONA",NA,NA
"NY0239208",230,"5-0924-00001/00001","BEEKMANTOWN CENTRAL SCHOOL DISTRICT",200,"P/C/I SPDES - Surface Discharge","Final Decision Due",2024-08-21,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"TERESS BALDWIN",NA,NA
"NY0239305",1310,"5-0944-00016/00003","TOWN OF SARANAC",1097,"Industrial SPDES - Surface Discharge","Final Decision Due",2020-04-30,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"ERIN L BURNS",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0239577",1332,"5-0934-00045/00001","TOWN OF DANNEMORA",1115,"Municipal SPDES - Surface Discharge","Modify Permit",2021-06-07,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Modify Permit",2021-08-01 04:00:00,2026-07-31 04:00:00,"TERESA DIEHSNER",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0239682",1345,"5-1552-00039/00001","TOWN OF WILLSBORO",1125,"Municipal SPDES - Surface Discharge","Completeness Determination Due",2020-05-26,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"ERIN M DONHAUSER",NA,NA
"NY0239780",1323,"5-0942-00112/00003","TOWN OF PLATTSBURGH",1109,"Industrial SPDES - Surface Discharge","Issued",2021-04-01,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-10-01 04:00:00,2026-09-30 04:00:00,"ERIN M DONHAUSER",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0239844",1461,"5-1522-00027/00001","TOWN OF CROWN POINT",1219,"Municipal SPDES - Surface Discharge","Issued",2023-10-17,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-08-01 04:00:00,2029-07-31 04:00:00,"KATHERINE M MURRAY",NA,NA
"NY0240001",1498,"5-1526-00035/00003","TOWN OF ESSEX",1248,"Industrial SPDES - Surface Discharge","Issued",2020-12-21,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-05-01 04:00:00,2026-04-03 04:00:00,"ERIN M DONHAUSER",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0240125",561,"5-0924-00021/00004","82MV LLC",473,"P/C/I SPDES - Surface Discharge","Issued",2020-05-14,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-05-01 04:00:00,2026-04-30 04:00:00,"ERIN M DONHAUSER",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0240133",1514,"5-0924-00076/00001","New Beginnings Mobile Home Association Inc",1264,"P/C/I SPDES - Surface Discharge","Issued",2024-02-08,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-03-26 04:00:00,2029-02-28 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0240168",1517,"5-0940-00048/00001","TOWN OF PERU",203,"Industrial SPDES - Surface Discharge","Expired",2023-06-14,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-10-31 04:00:00,2024-01-31 05:00:00,"BENJAMIN M SHUBERT",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0240273",1559,"5-2026-00071/00001","ADIRONDACK HISTORICAL ASSOCIATION",1292,"P/C/I SPDES - Surface Discharge","Issued",2020-02-10,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-02-17 05:00:00,2026-01-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0240664",1428,"4-1940-00012/00001","TIMBER LAKE CORPORATION",1191,"P/C/I SPDES - Surface Discharge","Issued",2022-12-21,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-11-01 04:00:00,2028-10-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0240788",1444,"4-0136-00027/00001","Carey Institute for Global Good Inc",1205,"P/C/I SPDES - Surface Discharge","Issued",2023-06-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-02-01 05:00:00,2029-01-31 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0240877",1456,"4-1046-00026/00001","John A. Alvarez & Sons, Inc.",1216,"P/C/I SPDES - Surface Discharge","Issued",2020-11-24,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-09-01 04:00:00,2026-08-31 04:00:00,"KARYN HANSON",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0241075",1480,"4-1938-00115/00001","VILLAGE OF HUNTER",1235,"Municipal SPDES - Surface Discharge","Expired",2020-10-21,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Modify Permit",2020-12-01 05:00:00,2024-09-30 04:00:00,"PATRICK CONNALLY",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0241261",959,"4-1938-00003/00004","MOUNTAIN VIEW ESTATES TRANSPORTATION CORPORATION",821,"P/C/I SPDES - Surface Discharge","Issued",2023-11-13,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-07-01 04:00:00,2029-06-30 04:00:00,"EVAN H HOGAN",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0241393",1513,"4-1050-00017/00001","WINGATE JACKSON",1263,"P/C/I SPDES - Surface Discharge","Issued",2023-06-23,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-05-01 04:00:00,2029-04-30 04:00:00,"THOMAS A RASCONA",NA,NA
"NY0241474",1523,"4-1942-00023/00001","GOSPEL COMMUNITY CHURCH",1272,"P/C/I SPDES - Surface Discharge","Issued",2020-03-16,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-11-10 05:00:00,2026-10-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0241555",1533,"4-1026-00050/00001","NYS THRUWAY AUTHORITY",73,"Industrial SPDES - Surface Discharge","Issued",2024-08-13,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2025-03-01 05:00:00,2030-02-28 05:00:00,"KATHERINE M MURRAY",NA,NA
"NY0241563",1534,"4-1926-00104/00001","NYS THRUWAY AUTHORITY",73,"Industrial SPDES - Surface Discharge","Issued",2024-08-13,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2025-03-01 05:00:00,2030-02-28 05:00:00,"KATHERINE M MURRAY",NA,NA
"NY0241610",1543,"4-1046-00031/00001","GARDEN HOMES MANAGEMENT CORPORATION",739,"P/C/I SPDES - Surface Discharge","Final Decision Due",2024-06-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"KATHERINE M MURRAY",NA,NA
"NY0241652",1547,"4-0101-00257/00001","BEN WEITSMAN OF ALBANY LLC",1286,"Industrial SPDES - Surface Discharge","Issued",2024-05-31,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2025-03-01 05:00:00,2030-02-28 05:00:00,"TERESS BALDWIN",NA,NA
"NY0241709",1529,"4-3828-00058/00006","WILLIAM E DAILEY INC",1277,"Industrial SPDES - Surface Discharge","Expired",2020-02-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2020-12-01 05:00:00,2021-06-08 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0242012",1592,"4-3844-00096/00001","TOWN OF SCHODACK",1319,"Municipal SPDES - Surface Discharge","Issued",2020-01-09,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2020-11-01 04:00:00,2025-10-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0242098",946,"4-1930-00003/00003","RENSSELAER-COLUMBIA-GREENE BOCES",811,"P/C/I SPDES - Surface Discharge","Issued",2022-02-24,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-03-01 05:00:00,2029-02-28 05:00:00,"EVAN H HOGAN",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0242101",1389,"4-0124-00038/00002","TOWN OF COEYMANS",756,"Industrial SPDES - Surface Discharge","Issued",2021-04-29,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-11-01 04:00:00,2026-10-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0242225",1005,"4-4326-00023/00002","STATE UNIVERSITY OF NEW YORK",341,"P/C/I SPDES - Surface Discharge","Issued",2023-02-10,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-07-01 04:00:00,2028-06-30 04:00:00,"THOMAS A RASCONA",NA,NA
"NY0242349",872,"4-0101-00112/00003","GLOBAL COMPANIES LLC",257,"Industrial SPDES - Surface Discharge","Issued",2021-11-30,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-08-01 04:00:00,2027-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0242373",1337,"4-0134-00052/00001","ALBANY BIBLE INSTITUTE INC",1119,"P/C/I SPDES - Surface Discharge","Issued",2022-12-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-11-01 04:00:00,2028-10-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0242411",1343,"4-4330-00010/00004","ROBERT VERMILYEA",1124,"P/C/I SPDES - Surface Discharge","Final Decision Due",2024-10-23,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"KATHERINE M MURRAY",NA,NA
"NY0242446",1344,"4-0134-00053/00001","STEWART'S SHOPS CORP.",948,"P/C/I SPDES - Surface Discharge","Written Comments Deadline",2025-02-18,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"ELISE A FERENCEVYCH",NA,NA
"NY0242462",1346,"4-3814-00030/00001","WALTER S PRATT & SONS INC",1126,"Industrial SPDES - Surface Discharge","Issued",2021-04-23,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-02-01 05:00:00,2027-01-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0242551",1354,"4-1038-00039/00001","Skate 9H Realty Inc",1133,"P/C/I SPDES - Surface Discharge","Issued",2021-01-11,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-08-01 04:00:00,2026-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0242586",1317,"4-3814-00029/00002","Rensselaer Generating LLC",1104,"Industrial SPDES - Surface Discharge","Issued",2021-07-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-02-01 05:00:00,2027-01-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0242659",1369,"4-4220-00038/00001","NYS Dept of Transportation",256,"Industrial SPDES - Surface Discharge","Issued",2020-12-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-10-01 04:00:00,2026-09-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0242730",463,"9-0472-00002/00002","GERNATT ASPHALT PRODUCTS, INC.",386,"Industrial SPDES - Surface Discharge","Issued",2022-04-26,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-02-01 05:00:00,2028-01-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0242748",1355,"9-1436-00033/00001","TOWN OF COLLINS",1134,"Industrial SPDES - Surface Discharge","Issued",2020-02-14,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2022-02-01 05:00:00,2027-01-31 05:00:00,"LISA M CZECHOWICZ","Cultural resource lists and map have been checked.  No registered, eligible, or inventoried archaeological sites or historic structures were identified at the project location.  No further review in accordance with SHPA is required.","The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0242845",1371,"9-0424-00016/00001","CASE BROTHERS INC",380,"Industrial SPDES - Surface Discharge","Issued",2021-02-19,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-11-01 04:00:00,2026-10-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0242896",1381,"9-0258-00018/00002","ALLEGANY GENERATING STATION LLC",1157,"Industrial SPDES - Surface Discharge","Issued",2022-08-25,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-03-01 05:00:00,2028-02-29 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0243001",1403,"9-0646-00063/00001","NYS OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES",7,"P/C/I SPDES - Surface Discharge","Issued",2020-10-27,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-08-01 04:00:00,2026-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0243086",1363,"9-1452-00084/00011","UNITED SILICONE INC DIV ILLINOIS TOOL",1141,"Industrial SPDES - Surface Discharge","Issued",2023-02-10,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-03-27 04:00:00,2028-02-29 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0243281",1415,"9-2911-00200/00010","NIAGARA FALLS WATER BOARD",1183,"Industrial SPDES - Surface Discharge","Issued",2022-05-31,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-03-01 05:00:00,2028-02-29 05:00:00,"LISA M CZECHOWICZ",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0243329",1398,"9-0422-00014/02001","COTTAGE INDUSTRIES REALTY LLC",1170,"P/C/I SPDES - Surface Discharge","Issued",2023-01-30,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-12-01 05:00:00,2028-11-30 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0243370",1482,"9-1440-00039/00001","EDEN MEMORIAL POST 8265 VFW OF US INC",1236,"P/C/I SPDES - Surface Discharge","Issued",2024-02-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-01 05:00:00,2029-11-30 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0243469",1504,"9-1464-00187/00001","UNITED REFINING COMPANY",512,"Industrial SPDES - Surface Discharge","Issued",2022-11-09,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-08-01 04:00:00,2029-07-31 04:00:00,"THOMAS A RASCONA",NA,NA
"NY0243531",455,"9-0424-00005/00001","CASE BROTHERS INC",380,"Industrial SPDES - Surface Discharge","Issued",2023-03-30,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-02-01 05:00:00,2029-01-31 05:00:00,"KATHERINE M MURRAY",NA,NA
"NY0243591",1520,"9-0464-00024/00001","CHAUTAUQUA-OLEAN CAMP MEETING ASSOCIATION",1270,"P/C/I SPDES - Surface Discharge","Issued",2023-08-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-06-01 04:00:00,2029-05-31 04:00:00,"KATHERINE M MURRAY",NA,NA
"NY0243621",1521,"9-1460-00085/00001","ITT ENIDINE INC",1271,"Industrial SPDES - Surface Discharge","Issued",2022-10-31,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-12-12 05:00:00,2027-11-30 05:00:00,"THOMAS A RASCONA",NA,NA
"NY0243698",547,"9-2924-00016/00032","MODERN LANDFILL INC",461,"Industrial SPDES - Surface Discharge","Issued",2020-04-16,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-02-01 05:00:00,2026-01-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0243701",1538,"9-1424-00067/00001","TARA MARTIN",1281,"P/C/I SPDES - Surface Discharge","Issued",2020-10-19,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-07-16 04:00:00,2026-06-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0243736",1539,"9-0482-00017/00001","NIAGARA LONESTAR GROUP LLC",1282,"P/C/I SPDES - Surface Discharge","Issued",2020-07-20,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-02-01 05:00:00,2026-01-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0243752",1214,"9-1422-00087/00005","C J KRANTZ TOPSOIL INC",1019,"Industrial SPDES - Surface Discharge","Issued",2020-12-14,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-10-01 04:00:00,2026-09-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0243876",1573,"9-1499-00128/00001","REPUBLIC STEEL",1305,"Industrial SPDES - Surface Discharge","Suspended Indefinitely",2024-11-01,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"MICHAEL R SCHAEFER",NA,NA
"NY0243992",1435,"7-3556-00041/00001","OSWEGO COUNTY",686,"Industrial SPDES - Surface Discharge","Issued",2022-04-08,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-02-01 05:00:00,2028-01-31 05:00:00,"DONALD J KLACZKO",NA,NA
"NY0244074",1470,"7-3199-00034/00001","SYRACUSE REGIONAL AIRPORT AUTHORITY",1228,"Industrial SPDES - Surface Discharge","Issued",2023-01-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-04-01 04:00:00,2028-03-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NY0244431",1522,"7-0844-00013/00001","NYS Dept of Environmental Conservation",3,"P/C/I SPDES - Surface Discharge","Issued",2022-11-15,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-08-29 04:00:00,2029-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0244546",1545,"7-0522-00019/00001","NYS THRUWAY AUTHORITY",73,"Industrial SPDES - Surface Discharge","Issued",2020-03-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-01-20 05:00:00,2025-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NY0244571",1546,"7-0332-00049/00001","VIRGINIA CITY MOBILE HOME COURT, LLC",1284,"P/C/I SPDES - Surface Discharge","Completeness Determination Due",2025-01-23,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"ELISE A FERENCEVYCH",NA,NA
"NY0244597",1542,"7-4930-00095/00001","INTERNATIONAL BUSINESS MACHINES CORPORATION",923,"Industrial SPDES - Surface Discharge","Issued",2024-07-29,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2025-02-01 05:00:00,2030-01-31 05:00:00,"KATHERINE M MURRAY",NA,NA
"NY0244651",1563,"7-0320-00015/00003","K & A Holdings LLC",1296,"P/C/I SPDES - Surface Discharge","Expired",2020-01-17,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2020-03-03 05:00:00,2020-10-31 04:00:00,"JOSEPH M DLUGOLENSKI",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NY0244660",1564,"7-0852-00013/00001","CARSON FAMILY ENTERPRISES, INC.",1297,"Industrial SPDES - Surface Discharge","Final Decision Due",2024-12-06,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"KATHERINE M MURRAY",NA,NA
"NY0244716",1541,"7-2524-00067/00003","JERRY L RICE",1283,"P/C/I SPDES - Surface Discharge","Issued",2021-10-28,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
