"action_id","facility","facility_id","npdes_id","application_id","applicant","application_type","date_received","status","short_description","enb_publication_date","written_comments_due","dup_flag","transfer_flag"
"NY0215881_2023-02-09","Marvin Lake Ontario Property",1069,"NY0215881","6-2244-00029/00002","Michael J Marvin","Renewal Treat as New",2023-02-09,"Issued","spdes fast track renewal for ny0215881",2023-02-22 05:00:00,2023-03-24 04:00:00,FALSE,FALSE
"NY0168246_2022-04-18","TOM GREENAUER DEVELOPMENT INC",1070,"NY0168246","9-1442-00032/00001","GREENAUER LAND COMPANY INC","Renewal Treat as New",2022-04-18,"Issued","spdes fast track renewal for # ny0168246",2022-06-15 04:00:00,2022-07-15 04:00:00,FALSE,FALSE
"NYR00B579_2024-01-02","OGDENSBURG QUARRY",1071,"NYR00B579","6-4099-00021/00001","HEIDELBERG MATERIALS NORTHEAST-NY LLC","Renewal Treat as New",2024-01-02,"Issued","spdes fast track renewal for ny0121088",2024-01-10 05:00:00,2024-02-09 05:00:00,FALSE,FALSE
"NY0121088_2024-01-02","OGDENSBURG QUARRY",1071,"NY0121088","6-4099-00021/00001","HEIDELBERG MATERIALS NORTHEAST-NY LLC","Renewal Treat as New",2024-01-02,"Issued","spdes fast track renewal for ny0121088",2024-01-10 05:00:00,2024-02-09 05:00:00,FALSE,FALSE
"NY0215899_2022-09-28","MARSHFIELD LAKE ONTARIO PROPERTY",1072,"NY0215899","6-2244-00033/00002","AMANDA J MILLER","Renewal Treat as New",2022-09-28,"Issued","spdes fast track renewal for # ny0215899",2024-04-17 04:00:00,2024-05-17 04:00:00,FALSE,FALSE
"NY0215899_2022-09-28","MARSHFIELD LAKE ONTARIO PROPERTY",1072,"NY0215899","6-2244-00033/00002","Martin Marshfield","Renewal Treat as New",2022-09-28,"Issued","spdes fast track renewal for # ny0215899",2024-04-17 04:00:00,2024-05-17 04:00:00,TRUE,FALSE
"NY0215899_2022-09-28","MARSHFIELD LAKE ONTARIO PROPERTY",1072,"NY0215899","6-2244-00033/00002","Telesa Marshfield","Renewal Treat as New",2022-09-28,"Issued","spdes fast track renewal for # ny0215899",2024-04-17 04:00:00,2024-05-17 04:00:00,TRUE,FALSE
"NY0202029_2024-11-14","COUNCIL MEADOWS WWTP",1073,"NY0202029","5-4120-00030/00001","BURNT HILLS BALLSTON LAKE HOUSING DEVELOPMENT FUND COMPANY, INC.","Renewal Treat as New",2024-11-14,"Final Decision Due","spdes fast track renewal for ny0202029",2024-11-27 05:00:00,2024-12-27 05:00:00,FALSE,FALSE
"NY0121843_2022-09-13","LAWRENCE ST ARC RESIDENCE",1074,"NY0121843","6-3013-00078/00001","NYSARC, INC.","Renewal Treat as New",2022-09-13,"Issued",NA,2022-09-28 04:00:00,2022-10-28 04:00:00,FALSE,NA
"NY0201219_2021-07-07","CON ED - ASTORIA FACILITY",1075,"NY0201219","2-6301-00006/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.","Renewal Treat as New",2021-07-07,"Issued","spdes fast track renewal for # ny0201219",2021-11-03 04:00:00,2021-12-03 05:00:00,FALSE,FALSE
"NY0201201_2021-07-07","CON ED - ASTORIA FACILITY",1075,"NY0201201","2-6301-00006/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.","Renewal Treat as New",2021-07-07,"Issued","spdes fast track renewal for # ny0201219",2021-11-03 04:00:00,2021-12-03 05:00:00,FALSE,FALSE
"NY0107522_2021-07-07","CON ED - ASTORIA FACILITY",1075,"NY0107522","2-6301-00006/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.","Renewal Treat as New",2021-07-07,"Issued","spdes fast track renewal for # ny0201219",2021-11-03 04:00:00,2021-12-03 05:00:00,FALSE,FALSE
"NY0105392_2021-07-07","CON ED - ASTORIA FACILITY",1075,"NY0105392","2-6301-00006/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.","Renewal Treat as New",2021-07-07,"Issued","spdes fast track renewal for # ny0201219",2021-11-03 04:00:00,2021-12-03 05:00:00,FALSE,FALSE
"NY0027073_2020-05-04","RED HOOK WASTEWATER RESOURCE RECOVERY FACILITY",1076,"NY0027073","2-6101-00023/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0027073",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0204005_2021-04-13","PERRYS ICE CREAM",1077,"NY0204005","9-1456-00020/00001","PERRYS ICE CREAM COMPANY INC","Renewal Treat as New",2021-04-13,"Issued","spdes fast track renewal for # ny0204005",2021-06-09 04:00:00,2021-07-09 04:00:00,FALSE,FALSE
"NYR00B633_2021-04-13","PERRYS ICE CREAM",1077,"NYR00B633","9-1456-00020/00001","PERRYS ICE CREAM COMPANY INC","Renewal Treat as New",2021-04-13,"Issued","spdes fast track renewal for # ny0204005",2021-06-09 04:00:00,2021-07-09 04:00:00,FALSE,FALSE
"NY0023337_2021-08-12","POTSDAM SEWER DISTRICT NO 1 STP",1078,"NY0023337","6-4074-00029/00001","TOWN OF POTSDAM","Renewal Treat as New",2021-08-12,"New Application Needed","spdes fast track renewal for # ny0023337",NA,NA,FALSE,FALSE
"NY0023337_2020-01-15","POTSDAM SEWER DISTRICT NO 1 STP",1078,"NY0023337","6-4074-00029/00001","TOWN OF POTSDAM","Renewal Treat as New",2020-01-15,"Expired","spdes fast track renewal for # ny0023337",2020-03-18 04:00:00,2020-04-17 04:00:00,FALSE,FALSE
"NY0223573_2023-06-22","EASTERN NEW YORK LABORERS TRAINING CENTER",1079,"NY0223573","4-0122-00071/00002","EASTERN NEW YORK LABORER' TRAINING CENTER INC","Renewal Treat as New",2023-06-22,"Issued","spdes fast track renewal for ny0223573",2023-07-26 04:00:00,2023-08-25 04:00:00,FALSE,FALSE
"NYR00F872_2021-04-07","FCINA - DELHI",1080,"NYR00F872","4-1228-00027/00012","Friesland Campina Ingredients North America Inc","Renewal Treat as New",2021-04-07,"Issued","spdes fast track renewal for # ny0262838",2021-06-16 04:00:00,2021-07-16 04:00:00,FALSE,FALSE
"NYR00F073_2021-04-07","FCINA - DELHI",1080,"NYR00F073","4-1228-00027/00012","Friesland Campina Ingredients North America Inc","Renewal Treat as New",2021-04-07,"Issued","spdes fast track renewal for # ny0262838",2021-06-16 04:00:00,2021-07-16 04:00:00,FALSE,FALSE
"NY0262838_2021-04-07","FCINA - DELHI",1080,"NY0262838","4-1228-00027/00012","Friesland Campina Ingredients North America Inc","Renewal Treat as New",2021-04-07,"Issued","spdes fast track renewal for # ny0262838",2021-06-16 04:00:00,2021-07-16 04:00:00,FALSE,FALSE
"NY0218260_2023-08-30","Utica Academy of Science Charter School",1081,"NY0218260","6-2126-00025/00001","Terra Science and Education Inc","Renewal Treat as New",2023-08-30,"Issued","spdes fast track renewal for ny0218260",2023-09-06 04:00:00,2023-10-06 04:00:00,FALSE,FALSE
"NY0103128_2020-07-09","WESTFIELD - LAKE ERIE KOA KAMPGROUND",1082,"NY0103128","9-0672-00031/00001","WESTFIELD LAKE ERIE KAMPGROUND LLC","Renewal Treat as New",2020-07-09,"Issued","spdes fast track renewal for # ny0103128",2020-07-22 04:00:00,2020-08-21 04:00:00,FALSE,FALSE
"NY0276570_2020-05-04","NEWTOWN CREEK WASTEWATER RESOURCE RECOVERY FACILITY",1083,"NY0276570","2-6101-00025/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026204",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NYR10F096_2020-05-04","NEWTOWN CREEK WASTEWATER RESOURCE RECOVERY FACILITY",1083,"NYR10F096","2-6101-00025/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026204",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0267589_2020-05-04","NEWTOWN CREEK WASTEWATER RESOURCE RECOVERY FACILITY",1083,"NY0267589","2-6101-00025/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026204",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0026204_2020-05-04","NEWTOWN CREEK WASTEWATER RESOURCE RECOVERY FACILITY",1083,"NY0026204","2-6101-00025/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026204",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NYR10B434_2020-05-04","JAMAICA WASTEWATER RESOURCE RECOVERY FACILTY",1084,"NYR10B434","2-6308-00021/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal and modification for # ny0026115",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0026115_2020-05-04","JAMAICA WASTEWATER RESOURCE RECOVERY FACILTY",1084,"NY0026115","2-6308-00021/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal and modification for # ny0026115",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NYR00B920_2020-05-04","WARDS ISLAND WASTEWATER RESOURCE RECOVERY FACILITY",1085,"NYR00B920","2-6203-00005/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026131",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0026131_2020-05-04","WARDS ISLAND WASTEWATER RESOURCE RECOVERY FACILITY",1085,"NY0026131","2-6203-00005/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026131",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0276588_2020-05-04","26TH WARD WASTEWATER RESOURCE RECOVERY FACILITY",1086,"NY0276588","2-6105-00009/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026212",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0267678_2020-05-04","26TH WARD WASTEWATER RESOURCE RECOVERY FACILITY",1086,"NY0267678","2-6105-00009/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026212",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NYR10F437_2020-05-04","26TH WARD WASTEWATER RESOURCE RECOVERY FACILITY",1086,"NYR10F437","2-6105-00009/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026212",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0026212_2020-05-04","26TH WARD WASTEWATER RESOURCE RECOVERY FACILITY",1086,"NY0026212","2-6105-00009/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026212",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NYR10F112_2020-05-04","HUNTS POINT WASTEWATER RESOURCE RECOVERY FACILITY",1087,"NYR10F112","2-6007-00025/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026191",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NYR10F083_2020-05-04","HUNTS POINT WASTEWATER RESOURCE RECOVERY FACILITY",1087,"NYR10F083","2-6007-00025/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026191",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0026191_2020-05-04","HUNTS POINT WASTEWATER RESOURCE RECOVERY FACILITY",1087,"NY0026191","2-6007-00025/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026191",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0026239_2020-05-04","TALLMAN ISLAND WASTEWATER RESOURCE RECOVERY FACILITY",1088,"NY0026239","2-6302-00012/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026239",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0162698_2023-12-29","ORLEANS COUNTY MARINE PARK",1089,"NY0162698","8-3424-00022/00007","ORLEANS COUNTY","Renewal Treat as New",2023-12-29,"Issued","spdes fast track renewal for ny0162698",2024-01-10 05:00:00,2024-02-09 05:00:00,FALSE,FALSE
"NYR10F097_2020-05-04","BOWERY BAY WASTEWATER RESOURCE RECOVERY FACILITY",1090,"NYR10F097","2-6301-00008/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026158",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0026158_2020-05-04","BOWERY BAY WASTEWATER RESOURCE RECOVERY FACILITY",1090,"NY0026158","2-6301-00008/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026158",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0026221_2020-05-04","ROCKAWAY WASTEWATER RESOURCE RECOVERY FACILITY",1091,"NY0026221","2-6309-00003/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026221",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0026174_2020-05-04","OAKWOOD BEACH WASTEWATER RESOURCE RECOVERY FACILITY",1092,"NY0026174","2-6404-00065/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review  for # ny0026174",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0026107_2020-05-04","PORT RICHMOND WASTEWATER RESOURCE RECOVERY FACILITY",1093,"NY0026107","2-6401-00012/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026107",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NYR00E625_2020-05-04","NORTH RIVER WASTEWATER RESOURCE RECOVERY FACILITY",1094,"NYR00E625","2-6202-00007/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026247",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0026247_2020-05-04","NORTH RIVER WASTEWATER RESOURCE RECOVERY FACILITY",1094,"NY0026247","2-6202-00007/00001","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2020-05-04,"Issued","spdes renewal full technical review for # ny0026247",2021-12-15 05:00:00,2022-02-13 05:00:00,FALSE,FALSE
"NY0078387_2023-09-26","PIONEER VILLAGE MOBILE HOME PARK",1095,"NY0078387","9-0484-00016/00001","TWIN LAKES MOBILE HOMES INC","Renewal Treat as New",2023-09-26,"Issued","spdes fast track renewal for ny0078387",2023-10-04 04:00:00,2023-11-03 04:00:00,FALSE,FALSE
"NY0108138_2023-12-15","Former IBM Kingston Remediation",1096,"NY0108138","3-5154-00067/00021","INTERNATIONAL BUSINESS MACHINES CORPORATION","Renewal Treat as New",2023-12-15,"Issued","sdpes fast track renewal for ny0108138",2024-05-29 04:00:00,2024-06-28 04:00:00,FALSE,FALSE
"NY0166022_2024-12-20","MAPLE RIDGE COMMUNITY",1097,"NY0166022","3-5122-00059/00002","CHURCH COMMUNITIES NY INC.","Renewal Treat as New",2024-12-20,"Written Comments Deadline","spdes fast track renewal for ny0166022",2025-02-05 05:00:00,2025-03-07 05:00:00,FALSE,FALSE
"NY0264237_2021-08-16","FISHKILL JOINT LANDFILL LEACHATE COLLECTION",1098,"NY0264237","3-1330-00084/00003","FISHKILL/E FISHKILL JOINT LANDFILL BOARD","Renewal Treat as New",2021-08-16,"Issued","renewal",2023-09-20 04:00:00,2023-10-20 04:00:00,FALSE,FALSE
"NY0213781_2022-12-08","CHENANGO NORTHGATE WWTP",1099,"NY0213781","7-0324-00042/00002","TOWN OF CHENANGO","Renewal Treat as New",2022-12-08,"Issued","renewal w/full technical review and permit correction",2023-04-05 04:00:00,2023-05-05 04:00:00,FALSE,FALSE
"NY0213781_2020-02-26","CHENANGO NORTHGATE WWTP",1099,"NY0213781","7-0324-00042/00002","TOWN OF CHENANGO","Modification Treat as New",2020-02-26,"Expired","mod for upgrades w increased discharge",2021-10-27 04:00:00,2021-11-26 05:00:00,FALSE,FALSE
"NY0258776_2023-12-11","GOLDEN HILL STATE PARK",1100,"NY0258776","9-2938-00010/00007","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION","Renewal Treat as New",2023-12-11,"Issued","spdes fast track renewal for ny0258776",2023-12-20 05:00:00,2024-01-19 05:00:00,FALSE,FALSE
"NY0069299_2022-04-28","SUMMIT CLUB AT ARMONK",1101,"NY0069299","3-5538-00041/00001","SUMMIT CLUB PARTNERS LLC","Renewal Treat as New",2022-04-28,"Issued","stp replace and expand",2024-08-14 04:00:00,2024-09-13 04:00:00,FALSE,FALSE
"NY0204081_2022-06-06","CHERRY CREEK WASTEWATER TREATMENT PLANT",1102,"NY0204081","9-0630-00011/00001","TOWN OF CHERRY CREEK","DIM Treat as New",2022-06-06,"Modify Permit","ebps full technical review",2022-06-08 04:00:00,2022-07-08 04:00:00,FALSE,FALSE
"NY0068781_2020-04-16","SKF AEROENGINE NORTH AMERICA",1103,"NY0068781","9-0638-00066/00049","SKF USA INC","Renewal Treat as New",2020-04-16,"Issued","spdes fast track renewal for # ny0068781",2020-08-12 04:00:00,2020-09-11 04:00:00,FALSE,FALSE
"NY0149195_2023-05-15","CARRIE E TOMPKINS ES & BUS GARAGE",1104,"NY0149195","3-5522-00104/00001","CROTON-HARMON UNION FREE SCHOOL DISTRICT","Renewal Treat as New",2023-05-15,"Issued","spdes fast track renewal for ny0149195",2023-08-23 04:00:00,2023-09-22 04:00:00,FALSE,FALSE
"NY0153842_2023-12-20","PARTRIDGE ACRES MOBILE VILLAGE",1105,"NY0153842","7-3560-00012/00001","JAMES D TAYLOR","Minor Modification",2023-12-20,"Final Decision Due","permit transfer",NA,NA,FALSE,TRUE
"NY0153842_2021-08-16","PARTRIDGE ACRES MOBILE VILLAGE",1105,"NY0153842","7-3560-00012/00001","JAMES D TAYLOR","Renewal Treat as New",2021-08-16,"Issued","spdes fast track renewal for # ny0153842",2021-09-15 04:00:00,2021-10-15 04:00:00,FALSE,FALSE
"NY0093530_2025-02-14","KINNEBROOK MOBILE HOME PARK",1106,"NY0093530","3-4846-00144/00001","UMH PROPERTIES, INC.","Renewal Treat as New",2025-02-14,"Written Comments Deadline","spdes fast track renewal for ny0093530",2025-02-26 05:00:00,2025-03-28 04:00:00,FALSE,FALSE
"NY0300004_2020-05-06","CITY OF SYRACUSE DEPT OF ENG/WATER DIV",1107,"NY0300004","7-3150-00112/00004","CITY OF SYRACUSE","New",2020-05-06,"Issued","application to treat a portion of skaneateles lake with earthtec for habs",2021-07-14 04:00:00,2021-08-13 04:00:00,FALSE,FALSE
"NY0277274_2023-10-19","NYCEDC - NEW STAPLETON WATERFRONT DEVELOPMENT",1108,"NY0277274","2-6402-00004/00100","NYC ECONOMIC DEVELOPMENT CORP","New",2023-10-19,"Issued","install and operate a temporary construction dewatering system to facilitate construction storm and sanitary sewers, and water mains on front street from wave street to hannah street as part of the new stapleton waterfront redevelopment project for revitalization of stapleton area",2024-10-02 04:00:00,2024-11-01 04:00:00,FALSE,FALSE
"NY0229857_2021-08-02","LANZI'S ON THE LAKE",1109,"NY0229857","5-1730-00028/00001","LANZI'S ON THE LAKE INC","Renewal Treat as New",2021-08-02,"Issued","spdes fast track renewal for # ny0229857",2021-09-22 04:00:00,2021-10-22 04:00:00,FALSE,FALSE
"NY0204480_2020-03-18","BUFFALO TERMINAL",1110,"NY0204480","9-1402-00600/00004","BUCKEYE TERMINALS, LLC","Renewal Treat as New",2020-03-18,"Issued","spdes fast track renewal for # ny0204480",2020-05-06 04:00:00,2020-06-05 04:00:00,FALSE,FALSE
"NYR00C098_2020-02-18","SAFETY-KLEEN COHOES SERVICE CENTER",1111,"NYR00C098","4-0126-00167/00015","SAFETY-KLEEN SYSTEMS, INC.","Renewal Treat as New",2020-02-18,"Issued","spdes fast track renewal for # ny0212130",2020-11-11 05:00:00,2020-12-11 05:00:00,FALSE,FALSE
"NY0212130_2020-02-18","SAFETY-KLEEN COHOES SERVICE CENTER",1111,"NY0212130","4-0126-00167/00015","SAFETY-KLEEN SYSTEMS, INC.","Renewal Treat as New",2020-02-18,"Issued","spdes fast track renewal for # ny0212130",2020-11-11 05:00:00,2020-12-11 05:00:00,FALSE,FALSE
"NY0231274_2022-08-17","SHIVTEINU",1112,"NY0231274","7-0830-00034/00001","HILLSIDE FAMILY OF AGENCIES","Minor Modification",2022-08-17,"Issued","request to transfer permit",NA,NA,FALSE,TRUE
"NY0231274_2022-08-17","SHIVTEINU",1112,"NY0231274","7-0830-00034/00001","SHIVTEINU INC","Minor Modification",2022-08-17,"Issued","request to transfer permit",NA,NA,TRUE,TRUE
"NY0231274_2020-02-18","SHIVTEINU",1112,"NY0231274","7-0830-00034/00001","HILLSIDE FAMILY OF AGENCIES","Renewal Treat as New",2020-02-18,"Issued","fast track renewal for ny0231274",2020-06-24 04:00:00,2020-07-24 04:00:00,FALSE,FALSE
"NY0223417_2023-05-21","T & T APARTMENTS",1113,"NY0223417","4-0134-00036/00001","Ming Shan Zhu","Renewal Treat as New",2023-05-21,"Issued","spdes fast track renewal for ny0223417",2023-05-31 04:00:00,2023-06-30 04:00:00,FALSE,FALSE
"NY0223433_2021-01-20","HILTON PROPERTY",1114,"NY0223433","4-4346-00009/00001","Leo T Hilton","Renewal Treat as New",2021-01-20,"Issued","spdes fast track renewal for # ny0223433",2021-01-27 05:00:00,2021-02-26 05:00:00,FALSE,FALSE
"NY0149390_2024-07-01","KENT RESIDENT ENGINEER'S HQ",1115,"NY0149390","3-3722-00070/00004","NYS Dept of Transportation","Renewal Treat as New",2024-07-01,"New Application Needed","spdes fast track renewal for ny0149390",NA,NA,FALSE,FALSE
"NY0100358_2024-01-31","Camp Bnos Satmar of Boro Park",1116,"NY0100358","3-4826-00031/00001","Bnos Rochel","Renewal Treat as New",2024-01-31,"Incomplete","reauthorization of lapsed permit",NA,NA,FALSE,FALSE
"NY0029521_2021-10-21","BREWSTER HIGH SCHOOL",1117,"NY0029521","3-3730-00108/00001","BREWSTER CENTRAL SCHOOL DISTRICT","Renewal Treat as New",2021-10-21,"Issued","spdes fast track renewal for # ny0029521",2021-11-03 04:00:00,2021-12-03 05:00:00,FALSE,FALSE
"NY0024201_2022-01-27","COBLESKILL-V-WATER POLL CONTROL PLANT",1118,"NY0024201","4-4326-00032/00001","VILLAGE OF COBLESKILL","Minor Modification",2022-01-27,"Expired","mod to correct ammonia limit (typo)",NA,NA,FALSE,FALSE
"NY0223486_2020-02-27","59 Anthony Street APARTMENTS",1119,"NY0223486","4-1099-00070/00001","BARBARA A FILIPOVITS","Renewal Treat as New",2020-02-27,"Issued","spdes fast track renewal for # ny0223486",2020-04-15 04:00:00,2020-05-15 04:00:00,FALSE,FALSE
"NY0020231_2020-07-14","SCHROON LAKE WWTP",1120,"NY0020231","5-1546-00039/00001","TOWN OF SCHROON","Renewal Treat as New",2020-07-14,"Issued","spdes fast track renewal and modification for # ny0020231",2021-04-28 04:00:00,2021-05-28 04:00:00,FALSE,FALSE
"NYR10H566_2020-07-14","SCHROON LAKE WWTP",1120,"NYR10H566","5-1546-00039/00001","TOWN OF SCHROON","Renewal Treat as New",2020-07-14,"Issued","spdes fast track renewal and modification for # ny0020231",2021-04-28 04:00:00,2021-05-28 04:00:00,FALSE,FALSE
"NY0020222_2023-05-04","WESTPORT WWTP",1121,"NY0020222","5-1550-00016/00001","TOWN OF WESTPORT","Modification Treat as New",2023-05-04,"Issued","reevaluate dilution in receiving water and trc limit",2023-07-05 04:00:00,2023-08-04 04:00:00,FALSE,FALSE
"NYR10I953_2023-05-04","WESTPORT WWTP",1121,"NYR10I953","5-1550-00016/00001","TOWN OF WESTPORT","Modification Treat as New",2023-05-04,"Issued","reevaluate dilution in receiving water and trc limit",2023-07-05 04:00:00,2023-08-04 04:00:00,FALSE,FALSE
"NY0219754_2024-05-02","FAMILY & FRIENDS COTTAGES",1122,"NY0219754","3-5144-00058/00001","FAMILY & FRIENDS COTTAGES, LLC","Renewal Treat as New",2024-05-02,"Issued","spdes fast track renewal for ny0219754",2024-05-29 04:00:00,2024-06-28 04:00:00,FALSE,FALSE
"NY0215741_2021-11-18","WEST LEYDEN ELEMENTARY SCHOOL",1123,"NY0215741","6-2332-00047/00001","ADIRONDACK CENTRAL SCHOOL DISTRICT","Renewal Treat as New",2021-11-18,"Issued","spdes fast track renewal for # ny0215741",2021-12-08 05:00:00,2022-01-07 05:00:00,FALSE,FALSE
"NYR00F707_2022-07-07","FALKE QUARRY",1124,"NYR00F707","4-1999-00003/00001","BELGIAN TRUCKING & EXCAVATING, LLC","Modification",2022-07-07,"Discontinued","request to discontinue spdes permit",NA,NA,FALSE,FALSE
"NY0223506_2022-07-07","FALKE QUARRY",1124,"NY0223506","4-1999-00003/00001","BELGIAN TRUCKING & EXCAVATING, LLC","Modification",2022-07-07,"Discontinued","request to discontinue spdes permit",NA,NA,FALSE,FALSE
"NY0097021_2023-05-02","SUNNY CREEK ESTATES",1125,"NY0097021","8-2656-00023/00001","TRI-COUNTY MHPS LLC","Renewal Treat as New",2023-05-02,"Issued","spdes fast track renewal and transfer for ny0097021",2023-08-23 04:00:00,2023-09-22 04:00:00,FALSE,TRUE
"NY0097021_2022-06-10","SUNNY CREEK ESTATES",1125,"NY0097021","8-2656-00023/00001","HIGHLAND HOLDINGS LLC","Modification",2022-06-10,"Expired","mod to transfer",NA,NA,FALSE,TRUE
"NY0099562_2020-01-23","DENVER SEWER CORP WWTP-ROXBURY RUN VILL",1126,"NY0099562","4-1248-00013/00002","TOWN OF ROXBURY","Renewal Treat as New",2020-01-23,"Issued","spdes fast track renewal for #ny0099562",2020-06-03 04:00:00,2020-07-03 04:00:00,FALSE,FALSE
"NY0099562_2025-02-10","DENVER SEWER CORP WWTP-ROXBURY RUN VILL",1126,"NY0099562","4-1248-00013/00002","TOWN OF ROXBURY","Renewal Treat as New",2025-02-10,"Completeness Determination Due","spdes fast track renewal for ny0099562",NA,NA,FALSE,FALSE
"NY0223581_2023-08-02","STEWART'S SHOP #492",1127,"NY0223581","4-0120-00025/00001","STEWART'S SHOPS CORP.","Renewal Treat as New",2023-08-02,"Issued","spdes fast track renewal for ny0223581",2023-08-23 04:00:00,2023-09-22 04:00:00,FALSE,FALSE
"NY0223581_2022-06-15","STEWART'S SHOP #492",1127,"NY0223581","4-0120-00025/00001","STEWART'S SHOPS CORP.","Modification",2022-06-15,"Expired","permit transfer",NA,NA,FALSE,TRUE
