1241667593	20250503	202505	2025	2025.3370	ISRMIL	ISRAELI	ISR					MIL			PSE	GAZA	PSE								0	180	180	18	4	-9.0	6	1	6	-7.41758241758245	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250503233000	https://www.prokerala.com/news/articles/a1631383.html
1241667594	20250503	202505	2025	2025.3370	ISROPP	TEL AVIV	ISR					OPP													0	010	010	01	1	0.0	6	1	6	-7.02380952380952	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20250503233000	https://www.al-monitor.com/originals/2025/05/israel-calls-tens-thousands-reservists-gaza-offensive
1241667595	20250503	202505	2025	2025.3370	ITA	ITALY	ITA								AUS	VICTORIA	AUS								0	190	190	19	4	-10.0	30	10	30	1.47783251231527	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250503233000	https://www.leaderlive.co.uk/news/national/25136972.owe-debt-gratitude-served-second-world-war-says-swinney/
1241667596	20250503	202505	2025	2025.3370	ITA	ROME	ITA								COP	POLICE						COP			1	090	090	09	2	-2.0	7	1	7	-13.5593220338983	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250503233000	https://coosavalleynews.com/2025/05/elderly-rome-woman-jailed-for-obstructing-police-investigation/
1241667597	20250503	202505	2025	2025.3370	ITA	ITALY	ITA								EDU	SCHOLAR						EDU			0	020	020	02	1	3.0	4	1	4	-6.11620795107034	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250503233000	https://www.dailymail.co.uk/home/books/article-14672625/Fulvia-Jane-Draycott-romans-book-review.html
1241667598	20250503	202505	2025	2025.3370	ITA	ITALY	ITA								GBR	UNITED KINGDOM	GBR								0	190	190	19	4	-10.0	40	10	40	1.47783251231527	1	Italy	IT	IT		42.833333	12.833333	IT	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Italy	IT	IT		42.833333	12.833333	IT	20250503233000	https://www.leaderlive.co.uk/news/national/25136972.owe-debt-gratitude-served-second-world-war-says-swinney/
1241667599	20250503	202505	2025	2025.3370	ITA	ITALY	ITA								PTY	POLITICIAN									1	190	190	19	4	-10.0	3	1	3	-6.11620795107034	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250503233000	https://www.dailymail.co.uk/home/books/article-14672625/Fulvia-Jane-Draycott-romans-book-review.html
1241667600	20250503	202505	2025	2025.3370	ITA	ITALY	ITA								VAT	VATICAN	VAT								1	090	090	09	2	-2.0	4	1	4	0	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250503233000	https://wfin.com/fox-political-news/trump-posts-ai-image-of-himself-as-pope-amid-vaticans-search-for-new-pontiff/
1241667601	20250503	202505	2025	2025.3370	ITACVL	ITALY	ITA					CVL													0	017	017	01	1	0.0	20	10	20	1.47783251231527	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20250503233000	https://www.leaderlive.co.uk/news/national/25136972.owe-debt-gratitude-served-second-world-war-says-swinney/
1241667602	20250503	202505	2025	2025.3370	JPN	JAPANESE	JPN																		1	040	040	04	1	1.0	10	1	10	0.46685340802987	4	Jomon, Hokkaido, Japan	JA	JA12	34305	43.8333	143.55	-231350	0								4	Jomon, Hokkaido, Japan	JA	JA12	34305	43.8333	143.55	-231350	20250503233000	https://www.asahi.com/ajw/articles/15703168
1241667603	20250503	202505	2025	2025.3370	JPN	JAPANESE	JPN																		1	070	070	07	2	7.0	8	1	8	0.46685340802987	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250503233000	https://www.asahi.com/ajw/articles/15703168
1241667604	20250503	202505	2025	2025.3370	JPN	JAPAN	JPN																		1	070	070	07	2	7.0	2	1	2	0.46685340802987	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250503233000	https://www.asahi.com/ajw/articles/15703168
1241667605	20250503	202505	2025	2025.3370	JPN	OKAYAMA	JPN																		1	110	110	11	3	-2.0	5	1	5	0.46685340802987	4	Jomon, Hokkaido, Japan	JA	JA12	34305	43.8333	143.55	-231350	0								4	Jomon, Hokkaido, Japan	JA	JA12	34305	43.8333	143.55	-231350	20250503233000	https://www.asahi.com/ajw/articles/15703168
1241667606	20250503	202505	2025	2025.3370	JPNGOV	JAPAN	JPN					GOV													0	112	112	11	3	-2.0	1	1	1	-2.52260828177058	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20250503233000	https://freerepublic.com/tag/*/index?more=4314887
1241667607	20250503	202505	2025	2025.3370	JUD	ADVOCATE						JUD													1	071	071	07	2	7.4	5	1	5	4.37158469945355	3	Jefferson County, Ohio, United States	US	USOH	OH081	40.3667	-80.7501	1074053	0								3	Jefferson County, Ohio, United States	US	USOH		40.3667	-80.7501	1074053	20250503233000	https://wtov9.com/news/local/steubenville-library-hosts-annual-25-cent-book-sale
1241667608	20250503	202505	2025	2025.3370	JUD	ATTORNEY						JUD													1	084	084	08	2	7.0	6	1	6	-7.39644970414201	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250503233000	https://www.valleynewslive.com/2025/05/03/judge-rules-university-minnesota-student-detained-by-ice-cannot-be-deported/
1241667609	20250503	202505	2025	2025.3370	JUD	ATTORNEY						JUD													1	173	173	17	4	-5.0	2	1	2	-8.46625766871169	3	Tarrant County, Texas, United States	US	USTX	TX439	32.7668	-97.3003	1384005	0								3	Tarrant County, Texas, United States	US	USTX		32.7668	-97.3003	1384005	20250503233000	https://www.dallasnews.com/news/public-safety/2025/05/03/tarrant-county-families-speak-before-texas-jail-commission-on-jail-deaths/
1241667610	20250503	202505	2025	2025.3370	JUD	ADVOCATE						JUD			BUS	BUSINESS						BUS			1	110	110	11	3	-2.0	10	1	10	4.43349753694581	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20250503233000	https://www.kshb.com/news/local-news/workers-rally-in-support-of-proposition-a-supreme-court-win-on-international-workers-day
1241667611	20250503	202505	2025	2025.3370	JUD	JUDGE						JUD			COP	PRISON						COP			1	0841	084	08	2	7.0	10	1	10	-8.57142857142857	0								0								0								20250503233000	https://legalnewsline.com/stories/671154059-hardin-man-sentenced-for-threatening-fbi-agents-in-numerous-phone-calls
1241667612	20250503	202505	2025	2025.3370	JUD	JUDGE						JUD			COP	PRISON						COP			1	116	116	11	3	-2.0	10	1	10	-8.57142857142857	0								0								0								20250503233000	https://legalnewsline.com/stories/671154059-hardin-man-sentenced-for-threatening-fbi-agents-in-numerous-phone-calls
1241667613	20250503	202505	2025	2025.3370	JUD	ATTORNEY						JUD			EDU	STUDENT						EDU			1	050	050	05	1	3.5	6	1	6	-7.39644970414201	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20250503233000	https://www.valleynewslive.com/2025/05/03/judge-rules-university-minnesota-student-detained-by-ice-cannot-be-deported/
1241667614	20250503	202505	2025	2025.3370	JUD	JUDGE						JUD			EDU	STUDENT						EDU			1	120	120	12	3	-4.0	1	1	1	-7.39644970414201	3	University Of Minnesota, Minnesota, United States	US	USMN	MN161	44.0697	-93.5161	653528	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	3	University Of Minnesota, Minnesota, United States	US	USMN		44.0697	-93.5161	653528	20250503233000	https://www.valleynewslive.com/2025/05/03/judge-rules-university-minnesota-student-detained-by-ice-cannot-be-deported/
1241667615	20250503	202505	2025	2025.3370	JUD	ANTI TERRORISM COURT						JUD			PAK	PAKISTAN	PAK								1	173	173	17	4	-5.0	4	1	4	-14.622641509434	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20250503233000	https://tribune.com.pk/story/2543804/pti-leaders-granted-pre-arrest-bail
1241667616	20250503	202505	2025	2025.3370	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	120	120	12	3	-4.0	1	1	1	-7.39644970414201	3	University Of Minnesota, Minnesota, United States	US	USMN	MN161	44.0697	-93.5161	653528	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	3	University Of Minnesota, Minnesota, United States	US	USMN		44.0697	-93.5161	653528	20250503233000	https://www.valleynewslive.com/2025/05/03/judge-rules-university-minnesota-student-detained-by-ice-cannot-be-deported/
1241667617	20250503	202505	2025	2025.3370	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-3.17460317460318	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	3	Vacaville, California, United States	US	USCA	CA095	38.3566	-121.988	277624	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20250503233000	https://www.thereporter.com/2025/05/03/vacaville-man-sentenced-for-manufacturing-dmt/
1241667618	20250503	202505	2025	2025.3370	JUD	JUDGE						JUD			USAJUD	UNITED STATES	USA					JUD			1	120	120	12	3	-4.0	2	1	2	-7.39644970414201	3	University Of Minnesota, Minnesota, United States	US	USMN	MN161	44.0697	-93.5161	653528	3	University Of Minnesota, Minnesota, United States	US	USMN		44.0697	-93.5161	653528	3	University Of Minnesota, Minnesota, United States	US	USMN		44.0697	-93.5161	653528	20250503233000	https://www.valleynewslive.com/2025/05/03/judge-rules-university-minnesota-student-detained-by-ice-cannot-be-deported/
1241667619	20250503	202505	2025	2025.3370	KOR	SOUTH KOREA	KOR																		0	017	017	01	1	0.0	2	1	2	5.88235294117647	1	South Korea	KS	KS		37	127.5	KS	0								1	South Korea	KS	KS		37	127.5	KS	20250503233000	https://www.yahoo.com/news/korean-war-veterans-honored-ambassador-202835587.html
1241667620	20250503	202505	2025	2025.3370	KOR	SOUTH KOREA	KOR																		0	042	042	04	1	1.9	2	1	2	5.88235294117647	1	South Korea	KS	KS		37	127.5	KS	0								1	South Korea	KS	KS		37	127.5	KS	20250503233000	https://www.yahoo.com/news/korean-war-veterans-honored-ambassador-202835587.html
1241667621	20250503	202505	2025	2025.3370	LAB	WORKER						LAB													1	036	036	03	1	4.0	10	1	10	2.96052631578948	3	Columbia County, Georgia, United States	US	USGA	GA073	33.5501	-82.2504	348865	0								3	Columbia County, Georgia, United States	US	USGA		33.5501	-82.2504	348865	20250503233000	https://www.yahoo.com/news/public-safety-preparedness-fair-back-202255724.html
1241667622	20250503	202505	2025	2025.3370	LAB	EMPLOYEE						LAB			MED	MEDIA						MED			1	013	013	01	1	0.4	10	1	10	-0.78947368421053	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250503233000	https://www.yahoo.com/news/us-court-halts-ruling-ordering-224416250.html
1241667623	20250503	202505	2025	2025.3370	LEG	LEGISLATOR						LEG													0	051	051	05	1	3.4	1	1	1	0	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	0								3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	20250503233000	https://www.dailyherald.com/20250503/news/new-illinois-supporters-meet-in-palatine-discuss-urban-rural-divide/
1241667624	20250503	202505	2025	2025.3370	LEG	LEGISLATOR						LEG													0	051	051	05	1	3.4	3	1	3	0	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250503233000	https://www.dailyherald.com/20250503/news/new-illinois-supporters-meet-in-palatine-discuss-urban-rural-divide/
1241667625	20250503	202505	2025	2025.3370	LEG	CONGRESS						LEG													0	060	060	06	2	6.0	2	1	2	-2.52260828177058	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								1	Greece	GR	GR		39	22	GR	20250503233000	https://freerepublic.com/tag/*/index?more=4314887
1241667626	20250503	202505	2025	2025.3370	LEG	REPRESENTATIVES						LEG			DEU	GERMANY	DEU								1	026	026	02	1	4.0	2	1	2	1.72413793103448	1	United States	US	US		39.828175	-98.5795	US	1	France	FR	FR		46	2	FR	1	Germany	GM	GM		51.5	10.5	GM	20250503233000	https://en.apa.az/europe/ukraines-president-plans-meeting-of-security-advisers-with-participation-of-us-and-uk-466712
1241667627	20250503	202505	2025	2025.3370	LEG	REPRESENTATIVES						LEG			DEU	GERMANY	DEU								1	026	026	02	1	4.0	4	1	4	1.72413793103448	1	United States	US	US		39.828175	-98.5795	US	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20250503233000	https://en.apa.az/europe/ukraines-president-plans-meeting-of-security-advisers-with-participation-of-us-and-uk-466712
1241667628	20250503	202505	2025	2025.3370	LEG	REPRESENTATIVES						LEG			FRA	FRANCE	FRA								1	026	026	02	1	4.0	4	1	4	1.72413793103448	1	United States	US	US		39.828175	-98.5795	US	1	France	FR	FR		46	2	FR	1	Germany	GM	GM		51.5	10.5	GM	20250503233000	https://en.apa.az/europe/ukraines-president-plans-meeting-of-security-advisers-with-participation-of-us-and-uk-466712
1241667629	20250503	202505	2025	2025.3370	LEG	REPRESENTATIVES						LEG			FRA	FRANCE	FRA								1	026	026	02	1	4.0	2	1	2	1.72413793103448	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	1	Germany	GM	GM		51.5	10.5	GM	20250503233000	https://en.apa.az/europe/ukraines-president-plans-meeting-of-security-advisers-with-participation-of-us-and-uk-466712
1241667630	20250503	202505	2025	2025.3370	LEG	REPRESENTATIVES						LEG			GBR	GREAT BRITAIN	GBR								1	026	026	02	1	4.0	4	1	4	1.72413793103448	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	1	Germany	GM	GM		51.5	10.5	GM	20250503233000	https://en.apa.az/europe/ukraines-president-plans-meeting-of-security-advisers-with-participation-of-us-and-uk-466712
1241667631	20250503	202505	2025	2025.3370	LEG	REPRESENTATIVES						LEG			GBR	UNITED KINGDOM	GBR								1	026	026	02	1	4.0	2	1	2	1.72413793103448	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	Germany	GM	GM		51.5	10.5	GM	20250503233000	https://en.apa.az/europe/ukraines-president-plans-meeting-of-security-advisers-with-participation-of-us-and-uk-466712
1241667632	20250503	202505	2025	2025.3370	LEG	PARLIAMENT						LEG			MED	MEDIA						MED			0	051	051	05	1	3.4	5	1	5	2.66512166859792	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20250503233000	https://gna.org.gh/2025/05/gja-honours-24-champions-of-press-freedom/
1241667633	20250503	202505	2025	2025.3370	LEG	REPRESENTATIVES						LEG			UKR	UKRAINE	UKR								1	040	040	04	1	1.0	4	1	4	1.72413793103448	1	United States	US	US		39.828175	-98.5795	US	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250503233000	https://en.apa.az/europe/ukraines-president-plans-meeting-of-security-advisers-with-participation-of-us-and-uk-466712
1241667634	20250503	202505	2025	2025.3370	LEG	REPRESENTATIVES						LEG			USA	UNITED STATES	USA								1	026	026	02	1	4.0	6	1	6	1.72413793103448	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	Germany	GM	GM		51.5	10.5	GM	20250503233000	https://en.apa.az/europe/ukraines-president-plans-meeting-of-security-advisers-with-participation-of-us-and-uk-466712
1241667635	20250503	202505	2025	2025.3370	LEG	LEGISLATOR						LEG			USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	0	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250503233000	https://www.dailyherald.com/20250503/news/new-illinois-supporters-meet-in-palatine-discuss-urban-rural-divide/
1241667636	20250503	202505	2025	2025.3370	LEG	LEGISLATOR						LEG			USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	0	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250503233000	https://www.dailyherald.com/20250503/news/new-illinois-supporters-meet-in-palatine-discuss-urban-rural-divide/
1241667637	20250503	202505	2025	2025.3370	MDV	MALE	MDV																		1	050	050	05	1	3.5	10	1	10	-11.5606936416185	3	Willmar Police Department, Minnesota, United States	US	USMN	MN067	45.1483	-95.0153	2067579	0								3	Willmar Police Department, Minnesota, United States	US	USMN		45.1483	-95.0153	2067579	20250503233000	https://www.yahoo.com/news/early-morning-altercation-sends-willmar-223800218.html
1241667638	20250503	202505	2025	2025.3370	MED	JOURNALIST						MED													0	010	010	01	1	0.0	5	1	5	2.66512166859792	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20250503233000	https://gna.org.gh/2025/05/gja-honours-24-champions-of-press-freedom/
1241667639	20250503	202505	2025	2025.3370	MED	JOURNALIST						MED													0	084	084	08	2	7.0	2	1	2	-7.41758241758245	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20250503233000	https://www.prokerala.com/news/articles/a1631383.html
1241667640	20250503	202505	2025	2025.3370	MED	WEBSITE						MED													0	090	090	09	2	-2.0	5	1	5	0.76822491010134	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	0								4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20250503233000	https://www.manilatimes.net/2025/05/04/tmt-newswire/globenewswire/pronail-complex-under-review-this-1-minute-sock-trick-claims-to-smother-foot-fungus-for-good/2105231
1241667641	20250503	202505	2025	2025.3370	MED	WEBSITE						MED													0	090	090	09	2	-2.0	5	1	5	0.76822491010134	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250503233000	https://www.manilatimes.net/2025/05/04/tmt-newswire/globenewswire/pronail-complex-under-review-this-1-minute-sock-trick-claims-to-smother-foot-fungus-for-good/2105231
1241667642	20250503	202505	2025	2025.3370	MED	JOURNALIST						MED													0	1053	105	10	3	-5.0	2	1	2	-7.41758241758245	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20250503233000	https://www.prokerala.com/news/articles/a1631383.html
1241667643	20250503	202505	2025	2025.3370	MED	MEDIA						MED			CRM	HUMAN TRAFFICKER						CRM			0	084	084	08	2	7.0	12	2	12	-4.23311510268032	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250503233000	https://www.yahoo.com/news/white-house-mocks-man-trump-221717622.html
1241667644	20250503	202505	2025	2025.3370	MED	JOURNALIST						MED			LBN	LEBANESE	LBN								1	014	014	01	1	0.0	1	1	1	0.72463768115942	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250503233000	https://dailytimes.com.pk/1295690/world-press-freedom-day-pakistan-honors-martyred-journalists/
1241667645	20250503	202505	2025	2025.3370	MED	JOURNALIST						MED			LBN	LEBANESE	LBN								1	014	014	01	1	0.0	1	1	1	0.72463768115942	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250503233000	https://dailytimes.com.pk/1295690/world-press-freedom-day-pakistan-honors-martyred-journalists/
1241667646	20250503	202505	2025	2025.3370	MED	EDITOR IN CHIEF						MED			USA	WASHINGTON	USA								0	046	046	04	1	7.0	5	1	5	3.76106194690265	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250503233000	https://nyunews.com/2025/05/03/washington-square-news-dharma-niles-appointed-eic/
1241667647	20250503	202505	2025	2025.3370	MED	MEDIA						MED			USA	UNITED STATES	USA								0	084	084	08	2	7.0	8	2	8	-4.23311510268032	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250503233000	https://www.yahoo.com/news/white-house-mocks-man-trump-221717622.html
1241667648	20250503	202505	2025	2025.3370	MEX	TIJUANA	MEX																		1	012	012	01	1	-0.4	10	1	10	8.83977900552486	4	Ensenada, Baja California, Mexico	MX	MX02	19576	31.8667	-116.617	-1667984	0								4	Ensenada, Baja California, Mexico	MX	MX02	19576	31.8667	-116.617	-1667984	20250503233000	https://www.cbs8.com/article/news/local/playas-de-tijuana-10-beaches-baja-californias/509-a756ce23-603b-42d7-a9e3-f55c4a2729a4
1241667649	20250503	202505	2025	2025.3370	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-5.88235294117647	4	Texcoco, Méco, Mexico	MX	MX15	20887	19.5167	-98.8833	-1705522	4	Texcoco, Méco, Mexico	MX	MX15	20887	19.5167	-98.8833	-1705522	4	Texcoco, Méco, Mexico	MX	MX15	20887	19.5167	-98.8833	-1705522	20250503233000	https://www.dw.com/en/mexican-president-says-she-turned-down-trump-troops-offer/a-72428187
1241667650	20250503	202505	2025	2025.3370	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-5.88235294117647	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250503233000	https://www.dw.com/en/mexican-president-says-she-turned-down-trump-troops-offer/a-72428187
1241667651	20250503	202505	2025	2025.3370	MEXGOV	MEXICO	MEX					GOV			CRM	CARTEL						CRM			1	170	170	17	4	-7.0	10	1	10	-1.5625	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20250503233000	https://freerepublic.com/focus/f-news/4314903/posts
1241667652	20250503	202505	2025	2025.3370	MEXGOV	MEXICO	MEX					GOV			MIL	MILITARY						MIL			1	120	120	12	3	-4.0	10	1	10	-1.5625	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20250503233000	https://freerepublic.com/focus/f-news/4314903/posts
1241667653	20250503	202505	2025	2025.3370	MIL	ARMY						MIL													0	0833	083	08	2	5.0	6	1	6	-1.23456790123457	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20250503233000	https://www.yahoo.com/news/hegseth-orders-consolidation-transformation-army-215614673.html
1241667654	20250503	202505	2025	2025.3370	MIL	NAVY						MIL													0	120	120	12	3	-4.0	10	1	10	-2.31923601637108	4	Arabian Sea, India (general), India	IN	IN00		20	65	-2089022	0								4	Arabian Sea, India (general), India	IN	IN00		20	65	-2089022	20250503233000	https://dailytimes.com.pk/1295629/guardians-of-pakistan/
1241667655	20250503	202505	2025	2025.3370	MIL	ARMY						MIL													0	138	138	13	3	-7.0	3	1	3	-1.23456790123457	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20250503233000	https://www.yahoo.com/news/hegseth-orders-consolidation-transformation-army-215614673.html
1241667656	20250503	202505	2025	2025.3370	MIL	ARMY						MIL			CVL	CIVILIAN						CVL			0	010	010	01	1	0.0	2	1	2	-1.23456790123457	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250503233000	https://www.yahoo.com/news/hegseth-orders-consolidation-transformation-army-215614673.html
1241667657	20250503	202505	2025	2025.3370	MIL	ARMY						MIL			CVL	CIVILIAN						CVL			0	010	010	01	1	0.0	2	1	2	-1.23456790123457	2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	China	CH	CH		35	105	CH	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250503233000	https://www.yahoo.com/news/hegseth-orders-consolidation-transformation-army-215614673.html
1241667658	20250503	202505	2025	2025.3370	MIL	ARMY						MIL			CVL	CIVILIAN						CVL			0	010	010	01	1	0.0	6	1	6	-1.23456790123457	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250503233000	https://www.yahoo.com/news/hegseth-orders-consolidation-transformation-army-215614673.html
1241667659	20250503	202505	2025	2025.3370	MIL	NAVY						MIL			HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	10	1	10	0.55248618784531	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250503233000	https://www.thereporter.com/2025/05/03/vacaville-surgeon-is-our-vacaville-hometown-hero/
1241667660	20250503	202505	2025	2025.3370	MIL	NAVY						MIL			HLH	HOSPITAL						HLH			1	057	057	05	1	8.0	10	1	10	0.55248618784531	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250503233000	https://www.thereporter.com/2025/05/03/vacaville-surgeon-is-our-vacaville-hometown-hero/
