1241997350	20250506	202505	2025	2025.3452	ISR	ISRAEL	ISR								NOR	NORWAY	NOR								1	042	042	04	1	1.9	3	1	3	-1.8018018018018	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506020000	https://www.brecorder.com/news/40361235/occupied-territories-norway-fund-urged-by-union-to-divest-from-cos-aiding-israel
1241997351	20250506	202505	2025	2025.3452	ISR	ISRAEL	ISR								PSE	GAZA	PSE								1	141	141	14	3	-6.5	4	1	4	-4.54545454545455	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20250506020000	https://www.kalw.org/bay-area-news/2025-05-05/pro-palestinian-demonstrators-protest-outside-israeli-consulate-in-san-francisco
1241997352	20250506	202505	2025	2025.3452	ISR	ISRAEL	ISR								UKR	UKRAINE	UKR								0	040	040	04	1	1.0	5	1	5	-4.18410041841005	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Ukraine	UP	UP		49	32	UP	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506020000	https://pacific.scoop.co.nz/2025/05/new-zealand-media-proposes-compulsory-military-training/
1241997353	20250506	202505	2025	2025.3452	ISR	ISRAEL	ISR								UKR	UKRAINE	UKR								0	040	040	04	1	1.0	1	1	1	-4.18410041841005	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250506020000	https://pacific.scoop.co.nz/2025/05/new-zealand-media-proposes-compulsory-military-training/
1241997354	20250506	202505	2025	2025.3452	ISR	ISRAEL	ISR								UKR	UKRAINE	UKR								0	040	040	04	1	1.0	2	1	2	-4.18410041841005	1	Ukraine	UP	UP		49	32	UP	1	Russia	RS	RS		60	100	RS	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250506020000	https://pacific.scoop.co.nz/2025/05/new-zealand-media-proposes-compulsory-military-training/
1241997355	20250506	202505	2025	2025.3452	ISREDU	ISRAEL	ISR					EDU			EDU	SCHOOL						EDU			1	010	010	01	1	0.0	2	1	2	0	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250506020000	https://hotair.com/headlines/2025/05/05/nyu-bans-dozens-of-pro-palestinian-students-requires-pledge-to-stop-protests-n3802463
1241997356	20250506	202505	2025	2025.3452	ITA	ITALY	ITA								CHRCTH	CATHOLIC				CHR	CTH				1	040	040	04	1	1.0	2	1	2	0.625	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506020000	https://www.gdnonline.com:443/Details/1352356/All-cardinals-arrive-for-conclave
1241997357	20250506	202505	2025	2025.3452	ITA	ITALY	ITA								CHRCTH	CATHOLIC				CHR	CTH				1	046	046	04	1	7.0	4	1	4	0.625	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250506020000	https://www.gdnonline.com:443/Details/1352356/All-cardinals-arrive-for-conclave
1241997358	20250506	202505	2025	2025.3452	JOR	JORDAN	JOR																		1	012	012	01	1	-0.4	5	1	5	1.2889366272825	1	Jordan	JO	JO		31	36	JO	0								1	Jordan	JO	JO		31	36	JO	20250506020000	https://screenrant.com/doctor-who-season-15-conrad-albion-party-73-yards-explainer/
1241997359	20250506	202505	2025	2025.3452	JORELI	HASSAN	JOR					ELI			PAK	PAKISTAN	PAK								0	020	020	02	1	3.0	8	1	8	-6.49762282091917	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250506020000	https://www.brecorder.com/news/40361224/efs-to-be-retained-in-fy26-budget
1241997360	20250506	202505	2025	2025.3452	JPN	JAPAN	JPN																		0	020	020	02	1	3.0	2	1	2	-1.14766641162969	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997361	20250506	202505	2025	2025.3452	JPN	JAPAN	JPN								CHN	CHINA	CHN								0	042	042	04	1	1.9	2	1	2	-1.14766641162969	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997362	20250506	202505	2025	2025.3452	JPN	JAPAN	JPN								CHN	BEIJING	CHN								1	042	042	04	1	1.9	1	1	1	-1.14766641162969	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997363	20250506	202505	2025	2025.3452	JPN	JAPAN	JPN								CHN	BEIJING	CHN								0	042	042	04	1	1.9	1	1	1	-1.14766641162969	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997364	20250506	202505	2025	2025.3452	JPN	JAPAN	JPN								CHNGOV	CHINA	CHN					GOV			1	043	043	04	1	2.8	2	1	2	-1.14766641162969	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997365	20250506	202505	2025	2025.3452	JPN	JAPAN	JPN								CHNGOV	CHINA	CHN					GOV			1	043	043	04	1	2.8	2	1	2	-1.14766641162969	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Canada	CA	CA		60	-96	CA	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997366	20250506	202505	2025	2025.3452	JPN	TOKYO	JPN								GOV	FINANCE MINIST						GOV			1	043	043	04	1	2.8	7	1	5	-1.14766641162969	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997367	20250506	202505	2025	2025.3452	JPN	TOKYO	JPN								GOV	FINANCE MINIST						GOV			1	043	043	04	1	2.8	3	1	3	-1.14766641162969	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997368	20250506	202505	2025	2025.3452	JPN	JAPAN	JPN								USA	UNITED STATES	USA								0	030	030	03	1	4.0	1	1	1	-1.14766641162969	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997369	20250506	202505	2025	2025.3452	JPN	JAPAN	JPN								USA	WASHINGTON	USA								1	042	042	04	1	1.9	1	1	1	-1.14766641162969	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997370	20250506	202505	2025	2025.3452	JPNGOV	JAPAN	JPN					GOV			CHN	CHINESE	CHN								1	010	010	01	1	0.0	1	1	1	-1.14766641162969	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997371	20250506	202505	2025	2025.3452	JPNGOV	JAPAN	JPN					GOV			JPN	JAPANESE	JPN								1	040	040	04	1	1.0	2	1	2	-1.14766641162969	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997372	20250506	202505	2025	2025.3452	JPNGOV	JAPAN	JPN					GOV			JPNGOV	JAPANESE	JPN					GOV			1	040	040	04	1	1.0	3	1	3	-1.14766641162969	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250506020000	https://www.castanetkamloops.net/news/World/548722/Threatened-by-Trump-tariffs-Japan-walks-a-delicate-tightrope-between-US-and-China
1241997373	20250506	202505	2025	2025.3452	JUD	ADVOCATE						JUD													1	010	010	01	1	0.0	1	1	1	-10.8040201005026	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250506020000	https://www.tribuneindia.com/news/delhi/ib-officer-murder-case-hc-seeks-police-response-on-tahirs-bail-plea/
1241997374	20250506	202505	2025	2025.3452	JUD	ATTORNEY						JUD													1	015	015	01	1	0.0	3	1	3	-11.8110236220472	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250506020000	https://westchester.news12.com/connecticut-man-sentenced-in-fatal-wrong-way-crash-on-hutchinson-river-parkway
1241997375	20250506	202505	2025	2025.3452	JUD	PROSECUTOR						JUD													1	016	016	01	1	-2.0	6	1	6	-11.7142857142857	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	0								4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20250506020000	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/05/06/prosecutors-dismiss-royal-insult-charges
1241997376	20250506	202505	2025	2025.3452	JUD	PROSECUTOR						JUD													1	016	016	01	1	-2.0	4	1	4	-11.7142857142857	4	Phitsanulok, Phitsanulok, Thailand	TH	TH12	26885	16.8248	100.259	-3252933	0								4	Phitsanulok, Phitsanulok, Thailand	TH	TH12	26885	16.8248	100.259	-3252933	20250506020000	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/05/06/prosecutors-dismiss-royal-insult-charges
1241997377	20250506	202505	2025	2025.3452	JUD	HIGH COURT						JUD													0	0841	084	08	2	7.0	2	1	2	-0.16326530612244	3	Goshen County, Wyoming, United States	US	USWY	WY015	42.0833	-104.351	1605073	0								3	Goshen County, Wyoming, United States	US	USWY		42.0833	-104.351	1605073	20250506020000	https://wyofile.com/as-wyoming-gop-gathers-old-disputes-resurface/
1241997378	20250506	202505	2025	2025.3452	JUD	HIGH COURT						JUD													0	0841	084	08	2	7.0	1	1	1	-0.16326530612244	3	Sublette County, Wyoming, United States	US	USWY	WY035	42.6999	-109.867	1605082	0								3	Goshen County, Wyoming, United States	US	USWY		42.0833	-104.351	1605073	20250506020000	https://wyofile.com/as-wyoming-gop-gathers-old-disputes-resurface/
1241997379	20250506	202505	2025	2025.3452	JUD	HIGH COURT						JUD													0	0841	084	08	2	7.0	1	1	1	-0.16326530612244	3	Uinta County, Wyoming, United States	US	USWY	WY041	41.2625	-110.568	1605084	0								3	Uinta County, Wyoming, United States	US	USWY		41.2625	-110.568	1605084	20250506020000	https://wyofile.com/as-wyoming-gop-gathers-old-disputes-resurface/
1241997380	20250506	202505	2025	2025.3452	JUD	HIGH COURT						JUD													0	0841	084	08	2	7.0	1	1	1	-0.16326530612244	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	0								3	Hot Springs County, Wyoming, United States	US	USWY		43.7	-108.467	1605074	20250506020000	https://wyofile.com/as-wyoming-gop-gathers-old-disputes-resurface/
1241997381	20250506	202505	2025	2025.3452	JUD	JUDGE						JUD													0	110	110	11	3	-2.0	10	1	10	-7.67045454545454	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250506020000	https://www.tribuneindia.com/news/delhi/2020-delhi-riots-court-acquits-12-of-murder-charge/
1241997382	20250506	202505	2025	2025.3452	JUD	JUDGE						JUD			CVL	VOTER						CVL			1	112	112	11	3	-2.0	6	1	6	0	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20250506020000	https://www.yahoo.com/news/federal-judge-orders-certification-nc-234909502.html
1241997383	20250506	202505	2025	2025.3452	JUD	JUDGE						JUD			EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	10	1	10	-2.78260869565218	0								0								0								20250506020000	https://www.castanetkamloops.net/news/Kelowna/548674/Kelowna-teacher-found-not-guilty-of-child-luring
1241997384	20250506	202505	2025	2025.3452	JUD	LAWYER						JUD			GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	2	1	2	-5.21091811414392	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997385	20250506	202505	2025	2025.3452	JUD	LAWYER						JUD			GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	4	1	4	-5.21091811414392	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	El Salvador	ES	ES		13.833333	-88.916667	ES	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997386	20250506	202505	2025	2025.3452	JUD	LAWYER						JUD			GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	4	1	4	-5.21091811414392	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997387	20250506	202505	2025	2025.3452	JUD	DEFENSE ATTORNEY						JUD			GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	10	1	10	-8.15660685154976	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506020000	https://bitcoinmagazine.com/news/filing-claims-u-s-prosecutors-knew-license-wasnt-required-for-samourai-wallet-prosecuted-them-anyways
1241997388	20250506	202505	2025	2025.3452	JUD	JUDGE						JUD			GOV	GOVERNMENT						GOV			1	011	011	01	1	-0.1	3	1	3	-5.21091811414392	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997389	20250506	202505	2025	2025.3452	JUD	DEFENSE ATTORNEY						JUD			GOV	GOVERNMENT						GOV			0	040	040	04	1	1.0	10	1	10	-8.15660685154976	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506020000	https://bitcoinmagazine.com/news/filing-claims-u-s-prosecutors-knew-license-wasnt-required-for-samourai-wallet-prosecuted-them-anyways
1241997390	20250506	202505	2025	2025.3452	JUD	JUDGE						JUD			GOV	AUTHORITIES						GOV			0	193	193	19	4	-10.0	5	1	5	-8.33333333333334	0								0								0								20250506020000	https://www.ketv.com/article/omaha-court-records-man-arrested-trespassing-arrest-warrant-sexual-assault/64674969
1241997391	20250506	202505	2025	2025.3452	JUD	BARRISTER						JUD			HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	3	1	3	-8.03324099722992	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20250506020000	https://www.thecourier.com.au/story/8959315/brett-russells-october-court-plea-for-loreto-bus-crash-incident/
1241997392	20250506	202505	2025	2025.3452	JUD	BARRISTER						JUD			HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	1	1	1	-8.03324099722992	4	Pentland Hills, Queensland, Australia	AS	AS04	40197	-20.3333	145.517	-1594546	4	Pentland Hills, Queensland, Australia	AS	AS04	40197	-20.3333	145.517	-1594546	4	Pentland Hills, Queensland, Australia	AS	AS04	40197	-20.3333	145.517	-1594546	20250506020000	https://www.thecourier.com.au/story/8959315/brett-russells-october-court-plea-for-loreto-bus-crash-incident/
1241997393	20250506	202505	2025	2025.3452	JUD	JUDGE						JUD			MIL	MILITARY						MIL			0	010	010	01	1	0.0	10	1	10	-1.12589559877175	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20250506020000	https://www.brecorder.com/news/40361219/verdict-on-trial-by-military-courts-sc-reserves-judgement-on-icas
1241997394	20250506	202505	2025	2025.3452	JUD	JUDGE						JUD			MIL	MILITARY						MIL			0	040	040	04	1	1.0	10	1	10	-1.12589559877175	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20250506020000	https://www.brecorder.com/news/40361219/verdict-on-trial-by-military-courts-sc-reserves-judgement-on-icas
1241997395	20250506	202505	2025	2025.3452	JUD	JUDGE						JUD			SLV	EL SALVADOR	SLV								1	011	011	01	1	-0.1	1	1	1	-5.21091811414392	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997396	20250506	202505	2025	2025.3452	JUD	JUDGE						JUD			SLV	EL SALVADOR	SLV								0	042	042	04	1	1.9	2	1	2	-5.21091811414392	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997397	20250506	202505	2025	2025.3452	JUD	JUDGE						JUD			SLV	EL SALVADOR	SLV								0	042	042	04	1	1.9	2	1	2	-5.21091811414392	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997398	20250506	202505	2025	2025.3452	JUD	JUDGE						JUD			SLV	EL SALVADOR	SLV								0	042	042	04	1	1.9	6	1	6	-5.21091811414392	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20250506020000	https://www.fox5dc.com/news/kilmar-abrego-garcia-latest-trump-administration-ordered-hand-over-evidence-monday
1241997399	20250506	202505	2025	2025.3452	JUD	ATTORNEY						JUD			USA	AUSTIN	USA								0	051	051	05	1	3.4	10	1	10	2.90556900726392	0								0								0								20250506020000	https://www.independent.com/2025/05/05/district-attorneys-office-celebrates-h-thomas-guerry-award-honorees-austin-ingalls-and-wayne-flick/
1241997400	20250506	202505	2025	2025.3452	KHM	PHNOM PENH	KHM								EDU	INTELLECTUAL						EDU			1	020	020	02	1	3.0	10	1	10	9.64912280701756	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	20250506020000	https://www.akp.gov.kh/post/detail/335899
1241997401	20250506	202505	2025	2025.3452	KOR	SOUTH KOREA	KOR																		1	125	125	12	3	-5.0	2	1	2	6.89655172413793	1	South Korea	KS	KS		37	127.5	KS	0								1	South Korea	KS	KS		37	127.5	KS	20250506020000	https://www.indiatimes.com/trending/seventeens-scoups-makes-south-korea-proud-with-hanbok-inspired-look-at-met-gala-2025-carats-say-never-getting-over-this-658284.html
1241997402	20250506	202505	2025	2025.3452	KOR	SEOUL	KOR								GOV	AUTHORITIES						GOV			1	100	100	10	3	-5.0	7	1	7	-3.97196261682243	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250506020000	https://www.kdramastars.com/articles/136440/20250505/kim-soo-hyun-faces-new-2-million-lawsuit-amid-rising-legal-troubles.htm
1241997403	20250506	202505	2025	2025.3452	KOR	REPUBLIC OF KOREA	KOR								MIL	BATTALION						MIL			1	190	190	19	4	-10.0	9	1	9	-9.03225806451613	4	Unsan, Cholla-namdo, South Korea	KS	KS16	24974	34.9983	127.022	-718850	4	Unsan, Cholla-namdo, South Korea	KS	KS16	24974	34.9983	127.022	-718850	4	Unsan, Cholla-namdo, South Korea	KS	KS16	24974	34.9983	127.022	-718850	20250506020000	https://www.yahoo.com/news/kensington-native-accounted-75-years-011715192.html
1241997404	20250506	202505	2025	2025.3452	LAB	STAFF MEMBER						LAB													0	010	010	01	1	0.0	6	1	6	-6.38297872340425	4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	0								4	Leongatha, Victoria, Australia	AS	AS07	5414	-38.4761	145.947	-1583429	20250506020000	https://www.dailymail.co.uk/news/article-14681493/Erin-Patterson-mushroom-murder-trial-LIVE-updates.html
1241997405	20250506	202505	2025	2025.3452	LAB	EMPLOYEE						LAB													0	010	010	01	1	0.0	2	1	2	-2.99319727891157	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250506020000	https://www.beckershospitalreview.com/hospital-management-administration/states-sue-hhs-over-layoffs-restructuring-4-updates/
1241997406	20250506	202505	2025	2025.3452	LAB	EMPLOYEE						LAB													0	010	010	01	1	0.0	8	1	8	-2.99319727891157	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250506020000	https://www.beckershospitalreview.com/hospital-management-administration/states-sue-hhs-over-layoffs-restructuring-4-updates/
1241997407	20250506	202505	2025	2025.3452	LAB	EMPLOYEE						LAB													1	010	010	01	1	0.0	4	1	4	1.2889366272825	1	Jordan	JO	JO		31	36	JO	0								1	Jordan	JO	JO		31	36	JO	20250506020000	https://screenrant.com/doctor-who-season-15-conrad-albion-party-73-yards-explainer/
1241997408	20250506	202505	2025	2025.3452	LAB	EMPLOYEE						LAB													1	010	010	01	1	0.0	6	1	6	1.2889366272825	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20250506020000	https://screenrant.com/doctor-who-season-15-conrad-albion-party-73-yards-explainer/
1241997409	20250506	202505	2025	2025.3452	LAB	WORKER						LAB													1	051	051	05	1	3.4	12	1	10	-3.83831521739131	3	Johnson County, Indiana, United States	US	USIN	IN081	39.4806	-86.055	450365	0								3	Johnson County, Indiana, United States	US	USIN		39.4806	-86.055	450365	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997410	20250506	202505	2025	2025.3452	LAB	WORKER						LAB													1	051	051	05	1	3.4	3	1	3	-3.83831521739131	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997411	20250506	202505	2025	2025.3452	LAB	EMPLOYEE						LAB													0	071	071	07	2	7.4	5	1	5	8.88077858880778	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250506020000	https://www.finanznachrichten.de/nachrichten-2025-05/65307995-uob-kay-hian-and-fnz-launch-next-generation-platform-to-transform-unit-trust-investing-in-singapore-008.htm
