1243839406	20250514	202505	2025	2025.3671	JPN	HONDO	JPN																		1	020	020	02	1	3.0	5	1	5	-0.17605633802817	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20250514180000	https://screenrant.com/swat-season-8-episodes-21-22-trailer/
1243839407	20250514	202505	2025	2025.3671	JPN	SAGA	JPN																		1	090	090	09	2	-2.0	6	1	6	-2.60736196319019	1	Sweden	SW	SW		62	15	SW	0								1	Sweden	SW	SW		62	15	SW	20250514180000	https://www.newsweek.com/archaeologists-viking-era-pregnancy-infants-life-2072161
1243839408	20250514	202505	2025	2025.3671	JPN	SAGA	JPN								SWE	SWEDEN	SWE								1	010	010	01	1	0.0	4	1	4	-2.60736196319019	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250514180000	https://www.newsweek.com/archaeologists-viking-era-pregnancy-infants-life-2072161
1243839409	20250514	202505	2025	2025.3671	JPN	SAGA	JPN								SWE	SWEDEN	SWE								1	090	090	09	2	-2.0	4	1	4	-2.60736196319019	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250514180000	https://www.newsweek.com/archaeologists-viking-era-pregnancy-infants-life-2072161
1243839410	20250514	202505	2025	2025.3671	JUD	JUDICIAL SYSTEM						JUD													1	010	010	01	1	0.0	5	1	5	4.82315112540193	4	State Audit Institution, Masqat, Oman	MU	MU06	23610	23.6125	58.5889	11346947	0								4	State Audit Institution, Masqat, Oman	MU	MU06	23610	23.6125	58.5889	11346947	20250514180000	https://www.muscatdaily.com/2025/05/14/experts-discuss-ai-integration-in-judicial-work/
1243839411	20250514	202505	2025	2025.3671	JUD	JUDGE						JUD													0	010	010	01	1	0.0	4	1	4	-7.99373040752351	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20250514180000	https://www.wfmz.com/news/us/grand-jury-indicts-judge-accused-of-helping-man-evade-immigration-agents/article_597c53a8-e862-418d-8ae3-5025cad80ed6.html
1243839412	20250514	202505	2025	2025.3671	JUD	TRIBUNAL						JUD													0	012	012	01	1	-0.4	1	1	1	0.60483870967742	5	Otago, Otago, New Zealand	NZ	NZF7	22391	-45.25	169.5	11483306	0								4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	20250514180000	https://www.nzherald.co.nz/nz/politics/regulatory-standards-bill-faces-backlash-at-urgent-waitangi-tribunal-hearing/NEKDPBFLEZGKNHMVMVA6KOYHCA/
1243839413	20250514	202505	2025	2025.3671	JUD	FEDERAL COURT						JUD													1	015	015	01	1	0.0	6	1	6	-9.89399293286219	3	Newport Beach, California, United States	US	USCA	CA059	33.6189	-117.929	1661104	0								3	Newport Beach, California, United States	US	USCA		33.6189	-117.929	1661104	20250514180000	https://www.marketscreener.com/quote/stock/DOORDASH-INC-116169045/news/DoorDash-delivery-driver-pleads-guilty-to-stealing-2-5-million-in-deliveries-scam-49952158/
1243839414	20250514	202505	2025	2025.3671	JUD	SUPERIOR COURT						JUD													1	015	015	01	1	0.0	12	2	12	-7.38388070459972	3	Lake County, Indiana, United States	US	USIN	IN089	41.417	-87.3653	450495	0								3	Lake County, Indiana, United States	US	USIN		41.417	-87.3653	450495	20250514180000	https://www.yahoo.com/news/lowell-man-gets-4-years-172500070.html
1243839415	20250514	202505	2025	2025.3671	JUD	MAGISTRATE						JUD													0	043	043	04	1	2.8	6	1	6	-11.731843575419	4	New Providence, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0333	-77.4	-1543842	0								4	New Providence, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0333	-77.4	-1543842	20250514180000	https://www.tribune242.com/news/2025/may/14/marine-and-man-accused-of-sex-assault-of-teen-girl/
1243839416	20250514	202505	2025	2025.3671	JUD	ATTORNEY						JUD													0	080	080	08	2	5.0	6	2	6	-5.43393963506574	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250514180000	https://www.yahoo.com/news/ousted-top-federal-prosecutor-washington-174056484.html
1243839417	20250514	202505	2025	2025.3671	JUD	APPELLATE COURT						JUD													1	084	084	08	2	7.0	3	1	3	-6.36492220650637	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	20250514180000	https://www.yahoo.com/news/sonya-massey-shooting-illinois-supreme-133449446.html
1243839418	20250514	202505	2025	2025.3671	JUD	APPELLATE COURT						JUD													1	084	084	08	2	7.0	3	1	3	-6.36492220650637	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250514180000	https://www.yahoo.com/news/sonya-massey-shooting-illinois-supreme-133449446.html
1243839419	20250514	202505	2025	2025.3671	JUD	COUNSEL						JUD													1	115	115	11	3	-2.0	3	1	3	-6.55172413793103	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20250514180000	https://silverbirdtv.com/efcc-presents-final-witness-against-former-suswam-in-alleged-%E2%82%A63-1bn-fraud-case/
1243839420	20250514	202505	2025	2025.3671	JUD	ATTORNEY						JUD													0	128	128	12	3	-5.0	10	1	10	-0.69444444444445	3	Library Of Congress, District of Columbia, United States	US	USDC	DC001	38.8884	-77.0044	531834	0								3	Library Of Congress, District of Columbia, United States	US	USDC		38.8884	-77.0044	531834	20250514180000	https://dailycaller.com/2025/05/14/you-ready-to-be-a-slave-charlamagne-suggests-slavery-could-somehow-make-comeback-if-trump-accepts-qatari-plane/
1243839421	20250514	202505	2025	2025.3671	JUD	ATTORNEY						JUD													1	128	128	12	3	-5.0	6	2	6	-5.43393963506574	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250514180000	https://www.yahoo.com/news/ousted-top-federal-prosecutor-washington-174056484.html
1243839422	20250514	202505	2025	2025.3671	JUD	ATTORNEY						JUD													1	171	171	17	4	-9.2	1	1	1	-10.0946372239748	3	Tarrant County, Texas, United States	US	USTX	TX439	32.7668	-97.3003	1384005	0								3	Tarrant County, Texas, United States	US	USTX		32.7668	-97.3003	1384005	20250514180000	https://www.fox4news.com/news/nathaniel-mitchell-sentenced-2018-murder-anger-room-creator-donna-alexander
1243839423	20250514	202505	2025	2025.3671	JUD	ATTORNEY						JUD													0	173	173	17	4	-5.0	2	1	2	-6.74698795180723	3	Chester County, Pennsylvania, United States	US	USPA	PA029	40.1254	-75.8749	1209174	0								3	Chester County, Pennsylvania, United States	US	USPA		40.1254	-75.8749	1209174	20250514180000	https://www.delcotimes.com/2025/05/14/murder-charges-filed-in-missing-chester-county-womans-case/
1243839424	20250514	202505	2025	2025.3671	JUD	PROSECUTOR						JUD													1	173	173	17	4	-5.0	8	1	8	-11.7283950617284	3	Boone County, Missouri, United States	US	USMO	MO019	39.0334	-92.3335	758464	0								3	Boone County, Missouri, United States	US	USMO		39.0334	-92.3335	758464	20250514180000	https://krcgtv.com/news/local/boonville-man-charged-for-2021-fatal-overdose-also-assaulting-officer-in-2025
1243839425	20250514	202505	2025	2025.3671	JUD	PROSECUTOR						JUD													1	173	173	17	4	-5.0	2	1	2	-11.7283950617284	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20250514180000	https://krcgtv.com/news/local/boonville-man-charged-for-2021-fatal-overdose-also-assaulting-officer-in-2025
1243839426	20250514	202505	2025	2025.3671	JUD	ATTORNEY						JUD													1	180	180	18	4	-9.0	5	1	5	-10.0946372239748	3	Tarrant County, Texas, United States	US	USTX	TX439	32.7668	-97.3003	1384005	0								3	Grand Prairie, Texas, United States	US	USTX		32.746	-96.9978	1336802	20250514180000	https://www.fox4news.com/news/nathaniel-mitchell-sentenced-2018-murder-anger-room-creator-donna-alexander
1243839427	20250514	202505	2025	2025.3671	JUD	ADVOCATE						JUD			AGR	FARMER						AGR			0	051	051	05	1	3.4	10	1	10	-4.37828371278459	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250514180000	https://www.bleedingheartland.com/2025/05/14/the-pesticide-immunity-bill-is-dead-we-hope/
1243839428	20250514	202505	2025	2025.3671	JUD	MAGISTRATE						JUD			BHS	BAHAMA	BHS								0	043	043	04	1	2.8	2	1	2	-11.731843575419	4	New Providence, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0333	-77.4	-1543842	4	New Providence, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0333	-77.4	-1543842	4	New Providence, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0333	-77.4	-1543842	20250514180000	https://www.tribune242.com/news/2025/may/14/marine-and-man-accused-of-sex-assault-of-teen-girl/
1243839429	20250514	202505	2025	2025.3671	JUD	ATTORNEY						JUD			COP	POLICE						COP			1	010	010	01	1	0.0	4	1	4	-6.74698795180723	3	West Chester, Pennsylvania, United States	US	USPA	PA029	39.9607	-75.6055	1190943	3	West Chester, Pennsylvania, United States	US	USPA		39.9607	-75.6055	1190943	3	West Chester, Pennsylvania, United States	US	USPA		39.9607	-75.6055	1190943	20250514180000	https://www.delcotimes.com/2025/05/14/murder-charges-filed-in-missing-chester-county-womans-case/
1243839430	20250514	202505	2025	2025.3671	JUD	PROSECUTOR						JUD			CVL	HUNTER						CVL			1	173	173	17	4	-5.0	6	1	6	-12.6760563380282	3	Macon County, Missouri, United States	US	USMO	MO121	39.8334	-92.5502	758514	3	Macon County, Missouri, United States	US	USMO		39.8334	-92.5502	758514	3	Macon County, Missouri, United States	US	USMO		39.8334	-92.5502	758514	20250514180000	https://krcgtv.com/news/local/macon-county-teen-charged-in-alleged-sexual-assault
1243839431	20250514	202505	2025	2025.3671	JUD	PROSECUTOR						JUD			CVL	HUNTER						CVL			1	173	173	17	4	-5.0	4	1	4	-12.6760563380282	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20250514180000	https://krcgtv.com/news/local/macon-county-teen-charged-in-alleged-sexual-assault
1243839432	20250514	202505	2025	2025.3671	JUD	FEDERAL JUDGE						JUD			EDU	SCHOLAR						EDU			1	0841	084	08	2	7.0	10	1	10	-2.8216704288939	3	Prairieland, Louisiana, United States	US	USLA	LA019	30.1102	-93.2132	551346	3	Prairieland, Louisiana, United States	US	USLA	LA019	30.1102	-93.2132	551346	3	Prairieland, Louisiana, United States	US	USLA	LA019	30.1102	-93.2132	551346	20250514180000	https://www.nbcnews.com/news/asian-america/georgetown-scholar-badar-khan-suri-released-months-ice-detention-rcna204184
1243839433	20250514	202505	2025	2025.3671	JUD	FEDERAL COURT						JUD			EDU	SCHOLAR						EDU			0	0841	084	08	2	7.0	2	1	2	-3.23741007194245	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250514180000	https://www.yahoo.com/news/judge-orders-release-georgetown-scholar-173947414.html
1243839434	20250514	202505	2025	2025.3671	JUD	FEDERAL COURT						JUD			EDU	SCHOLAR						EDU			0	0841	084	08	2	7.0	8	1	8	-3.23741007194245	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250514180000	https://www.yahoo.com/news/judge-orders-release-georgetown-scholar-173947414.html
1243839435	20250514	202505	2025	2025.3671	JUD	JUDGE						JUD			GOV	GOVERNMENT						GOV			1	112	112	11	3	-2.0	8	1	8	-3.23741007194245	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250514180000	https://www.yahoo.com/news/judge-orders-release-georgetown-scholar-173947414.html
1243839436	20250514	202505	2025	2025.3671	JUD	JUDGE						JUD			GOV	KING						GOV			0	172	172	17	4	-5.0	10	1	10	-8.02469135802469	0								0								0								20250514180000	https://www.derrynow.com/news/home/1801512/convicted-sex-offender-from-county-derry-fined-after-breaching-sopo.html
1243839437	20250514	202505	2025	2025.3671	JUD	JUDGE						JUD			GUYEDU	GEORGETOWN	GUY					EDU			1	084	084	08	2	7.0	10	1	10	-3.23741007194245	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20250514180000	https://www.yahoo.com/news/judge-orders-release-georgetown-scholar-173947414.html
1243839438	20250514	202505	2025	2025.3671	JUD	FEDERAL JUDGE						JUD			GUYEDU	GEORGETOWN	GUY					EDU			1	0841	084	08	2	7.0	10	1	10	-5.35714285714286	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250514180000	https://www.newsweek.com/badar-khan-suri-georgetown-release-ice-detention-2072269
1243839439	20250514	202505	2025	2025.3671	JUD	JUDGE						JUD			GUYEDU	GEORGETOWN	GUY					EDU			1	0841	084	08	2	7.0	10	1	10	-3.23741007194245	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20250514180000	https://www.yahoo.com/news/judge-orders-release-georgetown-scholar-173947414.html
1243839440	20250514	202505	2025	2025.3671	JUD	FEDERAL JUDGE						JUD			GUYEDU	GEORGETOWN	GUY					EDU			1	173	173	17	4	-5.0	10	1	10	-2.8216704288939	3	Prairieland, Louisiana, United States	US	USLA	LA019	30.1102	-93.2132	551346	3	Prairieland, Louisiana, United States	US	USLA	LA019	30.1102	-93.2132	551346	3	Prairieland, Louisiana, United States	US	USLA	LA019	30.1102	-93.2132	551346	20250514180000	https://www.nbcnews.com/news/asian-america/georgetown-scholar-badar-khan-suri-released-months-ice-detention-rcna204184
1243839441	20250514	202505	2025	2025.3671	JUD	ADVOCATE						JUD			LEG	LAWMAKER						LEG			0	020	020	02	1	3.0	5	1	5	-2.27272727272727	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250514180000	http://www.khits.com/story/6824d00b7e53fddb5fde0655/oklahoma-house-bill-1421-pet-store-sales-ban-animal-rights-concerns
1243839442	20250514	202505	2025	2025.3671	JUD	ADVOCATE						JUD			LEG	LEGISLATOR						LEG			0	051	051	05	1	3.4	10	1	10	-4.37828371278459	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250514180000	https://www.bleedingheartland.com/2025/05/14/the-pesticide-immunity-bill-is-dead-we-hope/
1243839443	20250514	202505	2025	2025.3671	JUD	ATTORNEY						JUD			MED	COMMENTATOR						MED			0	080	080	08	2	5.0	6	2	6	-5.43393963506574	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250514180000	https://www.yahoo.com/news/ousted-top-federal-prosecutor-washington-174056484.html
1243839444	20250514	202505	2025	2025.3671	JUD	COUNSEL						JUD			NGA	NIGERIA	NGA								1	115	115	11	3	-2.0	1	1	1	-6.55172413793103	4	Benue, Nigeria (general), Nigeria	NI	NI00	191172	8.31667	8.51667	-2002531	4	Benue, Nigeria (general), Nigeria	NI	NI00	191172	8.31667	8.51667	-2002531	4	Benue, Nigeria (general), Nigeria	NI	NI00	191172	8.31667	8.51667	-2002531	20250514180000	https://silverbirdtv.com/efcc-presents-final-witness-against-former-suswam-in-alleged-%E2%82%A63-1bn-fraud-case/
1243839445	20250514	202505	2025	2025.3671	JUD	TRIBUNAL						JUD			NZL	NEW ZEALAND	NZL								0	012	012	01	1	-0.4	1	1	1	0.60483870967742	5	Otago, Otago, New Zealand	NZ	NZF7	22391	-45.25	169.5	11483306	4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	20250514180000	https://www.nzherald.co.nz/nz/politics/regulatory-standards-bill-faces-backlash-at-urgent-waitangi-tribunal-hearing/NEKDPBFLEZGKNHMVMVA6KOYHCA/
1243839446	20250514	202505	2025	2025.3671	JUD	TRIBUNAL						JUD			NZL	NEW ZEALAND	NZL								0	012	012	01	1	-0.4	1	1	1	0.60483870967742	5	Otago, Otago, New Zealand	NZ	NZF7	22391	-45.25	169.5	11483306	4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	5	Otago, Otago, New Zealand	NZ	NZF7	22391	-45.25	169.5	11483306	20250514180000	https://www.nzherald.co.nz/nz/politics/regulatory-standards-bill-faces-backlash-at-urgent-waitangi-tribunal-hearing/NEKDPBFLEZGKNHMVMVA6KOYHCA/
1243839447	20250514	202505	2025	2025.3671	JUD	JUDGE						JUD			OPP	PRISONER						OPP			0	051	051	05	1	3.4	4	1	4	-4.11985018726592	3	Los Angeles County, California, United States	US	USCA	CA037	34.3667	-118.201	277283	2	California, United States	US	USCA		36.17	-119.746	CA	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	20250514180000	https://dailycaller.com/2025/05/14/erik-lyle-menendez-brothers-murder-trial-resentencing-parole-judge-michael-jesic/
1243839448	20250514	202505	2025	2025.3671	JUD	JUDGE						JUD			OPP	PRISONER						OPP			0	051	051	05	1	3.4	6	1	6	-4.11985018726592	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250514180000	https://dailycaller.com/2025/05/14/erik-lyle-menendez-brothers-murder-trial-resentencing-parole-judge-michael-jesic/
1243839449	20250514	202505	2025	2025.3671	JUD	JUDGE						JUD			USA	TEXAS	USA								1	020	020	02	1	3.0	2	2	2	-4.20560747663551	3	Caroline County, Virginia, United States	US	USVA	VA033	38.0335	-77.3497	1480107	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Caroline County, Virginia, United States	US	USVA		38.0335	-77.3497	1480107	20250514180000	https://www.malverngazette.co.uk/news/national/25164121.judge-says-student-can-released-immigration-detention-case-proceeds/
1243839450	20250514	202505	2025	2025.3671	JUD	ADVOCATE						JUD			USA	UNITED STATES	USA								0	020	020	02	1	3.0	5	1	5	1.49769585253456	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	3	Carson City, Nevada, United States	US	USNV		39.1638	-119.767	863976	3	Carson City, Nevada, United States	US	USNV		39.1638	-119.767	863976	20250514180000	https://www.kunr.org/local-stories/2025-05-14/bill-would-make-it-easier-for-immigrant-doctors-to-treat-nevada-patients
1243839451	20250514	202505	2025	2025.3671	JUD	ADVOCATE						JUD			USA	NEVADA	USA								0	020	020	02	1	3.0	5	1	5	1.49769585253456	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	3	Carson City, Nevada, United States	US	USNV		39.1638	-119.767	863976	20250514180000	https://www.kunr.org/local-stories/2025-05-14/bill-would-make-it-easier-for-immigrant-doctors-to-treat-nevada-patients
1243839452	20250514	202505	2025	2025.3671	JUD	COUNSEL						JUD			USA	WASHINGTON	USA								1	090	090	09	2	-2.0	20	2	20	-5.43393963506575	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250514180000	https://www.yahoo.com/news/ousted-top-federal-prosecutor-washington-174056484.html
1243839453	20250514	202505	2025	2025.3671	JUD	JUDGE						JUD			USA	LOUISIANA	USA								1	1053	105	10	3	-5.0	8	1	8	-5.35714285714286	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20250514180000	https://www.newsweek.com/badar-khan-suri-georgetown-release-ice-detention-2072269
1243839454	20250514	202505	2025	2025.3671	JUD	PROSECUTOR						JUD			USA	MILWAUKEE	USA								1	114	114	11	3	-2.0	8	1	8	-7.99373040752351	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	20250514180000	https://www.wfmz.com/news/us/grand-jury-indicts-judge-accused-of-helping-man-evade-immigration-agents/article_597c53a8-e862-418d-8ae3-5025cad80ed6.html
1243839455	20250514	202505	2025	2025.3671	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								1	171	171	17	4	-9.2	4	1	4	-10.0946372239748	3	Tarrant County, Texas, United States	US	USTX	TX439	32.7668	-97.3003	1384005	3	Tarrant County, Texas, United States	US	USTX		32.7668	-97.3003	1384005	3	Tarrant County, Texas, United States	US	USTX		32.7668	-97.3003	1384005	20250514180000	https://www.fox4news.com/news/nathaniel-mitchell-sentenced-2018-murder-anger-room-creator-donna-alexander
1243839456	20250514	202505	2025	2025.3671	JUD	PROSECUTOR						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	8	1	8	-10.2409638554217	3	York County, Pennsylvania, United States	US	USPA	PA133	40.1254	-77	1209193	3	York County, Pennsylvania, United States	US	USPA		40.1254	-77	1209193	3	York County, Pennsylvania, United States	US	USPA		40.1254	-77	1209193	20250514180000	https://www.yahoo.com/news/york-county-man-sentenced-threatening-150805451.html
1243839457	20250514	202505	2025	2025.3671	JUD	PROSECUTOR						JUD			USA	MILWAUKEE	USA								1	173	173	17	4	-5.0	6	1	6	-7.99373040752351	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	20250514180000	https://www.wfmz.com/news/us/grand-jury-indicts-judge-accused-of-helping-man-evade-immigration-agents/article_597c53a8-e862-418d-8ae3-5025cad80ed6.html
1243839458	20250514	202505	2025	2025.3671	JUD	JUDGE						JUD			USA	LOUISIANA	USA								1	173	173	17	4	-5.0	8	1	8	-5.35714285714286	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20250514180000	https://www.newsweek.com/badar-khan-suri-georgetown-release-ice-detention-2072269
1243839459	20250514	202505	2025	2025.3671	JUD	PROSECUTOR						JUD			USAJUD	UNITED STATES	USA					JUD			1	114	114	11	3	-2.0	2	1	2	-7.99373040752351	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	20250514180000	https://www.wfmz.com/news/us/grand-jury-indicts-judge-accused-of-helping-man-evade-immigration-agents/article_597c53a8-e862-418d-8ae3-5025cad80ed6.html
1243839460	20250514	202505	2025	2025.3671	KEN	KENYAN	KEN								HTI	PORT AU PRINCE	HTI								1	192	192	19	4	-9.5	8	1	8	-9.93975903614456	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20250514180000	https://latinamericanpost.com/americas/haiti-conflict-wears-down-kenyan-soldiers-seeking-solidarity/
1243839461	20250514	202505	2025	2025.3671	LAB	STAFF MEMBER						LAB													0	010	010	01	1	0.0	5	1	5	-1.90058479532164	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	0								4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250514180000	https://www.newslaundry.com/2025/05/14/i-t-sleuths-search-at-least-24-premises-linked-to-gujarat-samachar-owners-family
1243839462	20250514	202505	2025	2025.3671	LAB	STAFF MEMBER						LAB													0	040	040	04	1	1.0	5	1	5	-1.90058479532164	4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	0								4	Pahalgam, Jammu and Kashmir, India	IN	IN12	72789	34.0333	75.3333	-2106704	20250514180000	https://www.newslaundry.com/2025/05/14/i-t-sleuths-search-at-least-24-premises-linked-to-gujarat-samachar-owners-family
1243839463	20250514	202505	2025	2025.3671	LAB	EMPLOYEE						LAB													0	060	060	06	2	6.0	10	1	10	-2.1087680355161	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250514180000	https://www.chicagotribune.com/2025/05/14/irs-criminal-investigators-in-chicago-being-deputized-as-immigration-enforcers-under-trump-administration-plan/
1243839464	20250514	202505	2025	2025.3671	LAB	EMPLOYEE						LAB													1	071	071	07	2	7.4	10	1	10	0.28328611898017	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250514180000	https://therealdeal.com/new-york/2025/05/14/solovievs-next-play-for-gaming-license-equity/
1243839465	20250514	202505	2025	2025.3671	LAB	EMPLOYEE						LAB													0	110	110	11	3	-2.0	5	1	5	8.14977973568282	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20250514180000	https://www.hrreporter.com/focus-areas/compensation-and-benefits/two-thirds-of-canadian-workers-looking-for-more-voluntary-add-ons-in-benefits-survey/392489
1243839466	20250514	202505	2025	2025.3671	LAB	EMPLOYEE						LAB													0	125	125	12	3	-5.0	10	1	10	2.67857142857143	0								0								0								20250514180000	https://www.businessinsider.com/amazon-warehouse-robots-flatten-hiring-curve-2025-5
1243839467	20250514	202505	2025	2025.3671	LAB	EMPLOYEE						LAB			BUS	BUSINESS						BUS			0	022	022	02	1	3.2	10	1	10	-0.56320400500626	4	Bowen Island, British Columbia, Canada	CA	CA02	12565	49.3833	-123.383	-561538	4	Bowen Island, British Columbia, Canada	CA	CA02	12565	49.3833	-123.383	-561538	4	Bowen Island, British Columbia, Canada	CA	CA02	12565	49.3833	-123.383	-561538	20250514180000	https://www.bowenislandundercurrent.com/highlights/bc-loosens-lobbying-rules-reducing-transparency-requirements-10568378
1243839468	20250514	202505	2025	2025.3671	LBN	TYRE	LBN																		1	042	042	04	1	1.9	2	1	2	-1.22850122850123	1	France	FR	FR		46	2	FR	0								1	France	FR	FR		46	2	FR	20250514180000	https://www.crash.net/motogp/news/1070168/1/one-rookie-experiences-most-complicated-race-first-motogp-season-france
